_id,_labels,Ensembl,diseaseID,drugID,gene_count,id,name,ncbiID,source,subcellular_loc,_start,_end,_type,score,source.1,type,atcClassification,class,uniprotID
13440,:Protein,ENSG00000166535,,,,ENSG00000166535,A2ML1,144568,BridgeDB,,,,,,,,,,
13441,:Disease,,C0028326,,,C0028326,Noonan Syndrome,,DisGeNET,,,,,,,,,,
13442,:Disease,,C0029882,,,C0029882,Otitis Media,,DisGeNET,,,,,,,,,,
13443,:Disease,,C0175704,,,C0175704,LEOPARD Syndrome,,DisGeNET,,,,,,,,,,
13444,:Disease,,C0587248,,,C0587248,Costello syndrome (disorder),,DisGeNET,,,,,,,,,,
13445,:Disease,,C1275081,,,C1275081,Cardio-facio-cutaneous syndrome,,DisGeNET,,,,,,,,,,
13446,:Disease,,C1843181,,,C1843181,Noonan syndrome-like disorder with loose anagen hair,,DisGeNET,,,,,,,,,,
13447,:Disease,,C3501846,,,C3501846,Noonan-Like Syndrome With Loose Anagen Hair,,DisGeNET,,,,,,,,,,
13454,:Protein,ENSG00000087884,,,,ENSG00000087884,AAMDC,28971,BridgeDB,,,,,,,,,,
13461,:Protein,ENSG00000165029,,,,ENSG00000165029,ABCA1,19,BridgeDB,,,,,,,,,,
13462,:Disease,,C0039292,,,C0039292,Tangier Disease,,DisGeNET,,,,,,,,,,
13463,:Disease,,C0751544,,,C0751544,Tangier Disease Neuropathy,,DisGeNET,,,,,,,,,,
13464,:Disease,,C1704429,,,C1704429,"Hypoalphalipoproteinemia, Familial",,DisGeNET,,,,,,,,,,
13465,:Disease,,C2931838,,,C2931838,Familial HDL deficiency,,DisGeNET,,,,,,,,,,
13466,:Disease,,C3711531,,,C3711531,"Hdl Deficiency, Type 2",,DisGeNET,,,,,,,,,,
13467,:Disease,,C0342898,,,C0342898,Apolipoprotein A-I deficiency,,DisGeNET,,,,,,,,,,
13468,:Disease,,C0020445,,,C0020445,"Hypercholesterolemia, Familial",,DisGeNET,,,,,,,,,,
13469,:Disease,,C0745103,,,C0745103,Hyperlipoproteinemia Type IIa,,DisGeNET,,,,,,,,,,
13470,:Disease,,C1704417,,,C1704417,Hyperlipoproteinemia Type IIb,,DisGeNET,,,,,,,,,,
13471,:Disease,,C0022661,,,C0022661,"Kidney Failure, Chronic",,DisGeNET,,,,,,,,,,
13472,:Disease,,C4721453,,,C4721453,Peripheral Nervous System Diseases,,DisGeNET,,,,,,,,,,
13473,:Disease,,C0036341,,,C0036341,Schizophrenia,,DisGeNET,,,,,,,,,,
13474,:Disease,,C0004153,,,C0004153,Atherosclerosis,,DisGeNET,,,,,,,,,,
13475,:Disease,,C0020443,,,C0020443,Hypercholesterolemia,,DisGeNET,,,,,,,,,,
13476,:Disease,,C1563937,,,C1563937,Atherogenesis,,DisGeNET,,,,,,,,,,
13477,:Disease,,C0009402,,,C0009402,Colorectal Carcinoma,,DisGeNET,,,,,,,,,,
13478,:Disease,,C0009404,,,C0009404,Colorectal Neoplasms,,DisGeNET,,,,,,,,,,
13479,:Disease,,C0473527,,,C0473527,Hypoalphalipoproteinemias,,DisGeNET,,,,,,,,,,
13557,:Drug,,,DB01599,,CHEMBL608,PROBUCOL,,OpenTargets,,,,,,,,"C10AX02,C10AX,C10A,C10,C,Drug",,
13572,:Protein,ENSG00000085563,,,,ENSG00000085563,ABCB1,5243,BridgeDB,,,,,,,,,,
13573,:Disease,,C0027627,,,C0027627,Neoplasm Metastasis,,DisGeNET,,,,,,,,,,
13574,:Disease,,C0206686,,,C0206686,Adrenocortical carcinoma,,DisGeNET,,,,,,,,,,
13575,:Disease,,C0020651,,,C0020651,"Hypotension, Orthostatic",,DisGeNET,,,,,,,,,,
13576,:Disease,,C0149504,,,C0149504,"Encephalopathy, Toxic",,DisGeNET,,,,,,,,,,
13577,:Disease,,C0154659,,,C0154659,Toxic Encephalitis,,DisGeNET,,,,,,,,,,
13578,:Disease,,C0235032,,,C0235032,Neurotoxicity Syndromes,,DisGeNET,,,,,,,,,,
13579,:Disease,,C0338831,,,C0338831,Manic,,DisGeNET,,,,,,,,,,
13580,:Disease,,C0027947,,,C0027947,Neutropenia,,DisGeNET,,,,,,,,,,
13581,:Disease,,C0004930,,,C0004930,Behavior Disorders,,DisGeNET,,,,,,,,,,
13582,:Disease,,C0004936,,,C0004936,Mental disorders,,DisGeNET,,,,,,,,,,
13583,:Disease,,C0027765,,,C0027765,nervous system disorder,,DisGeNET,,,,,,,,,,
13584,:Disease,,C0376338,,,C0376338,"Diagnosis, Psychiatric",,DisGeNET,,,,,,,,,,
13585,:Disease,,C4046029,,,C4046029,"Mental Disorders, Severe",,DisGeNET,,,,,,,,,,
13586,:Disease,,C0023893,,,C0023893,"Liver Cirrhosis, Experimental",,DisGeNET,,,,,,,,,,
13587,:Disease,,C2239176,,,C2239176,Liver carcinoma,,DisGeNET,,,,,,,,,,
13588,:Disease,,C0003865,,,C0003865,"Arthritis, Adjuvant-Induced",,DisGeNET,,,,,,,,,,
13589,:Disease,,C0971858,,,C0971858,"Arthritis, Collagen-Induced",,DisGeNET,,,,,,,,,,
13590,:Disease,,C0993582,,,C0993582,"Arthritis, Experimental",,DisGeNET,,,,,,,,,,
13591,:Disease,,C0005586,,,C0005586,Bipolar Disorder,,DisGeNET,,,,,,,,,,
13592,:Disease,,C0013221,,,C0013221,Drug toxicity,,DisGeNET,,,,,,,,,,
13593,:Disease,,C0041755,,,C0041755,Adverse reaction to drug,,DisGeNET,,,,,,,,,,
13594,:Disease,,C0014544,,,C0014544,Epilepsy,,DisGeNET,,,,,,,,,,
13595,:Disease,,C0086237,,,C0086237,"Epilepsy, Cryptogenic",,DisGeNET,,,,,,,,,,
13596,:Disease,,C0236018,,,C0236018,Aura,,DisGeNET,,,,,,,,,,
13597,:Disease,,C0751111,,,C0751111,Awakening Epilepsy,,DisGeNET,,,,,,,,,,
13598,:Disease,,C0006868,,,C0006868,Cannabis Abuse,,DisGeNET,,,,,,,,,,
13599,:Disease,,C0006870,,,C0006870,Cannabis Dependence,,DisGeNET,,,,,,,,,,
13600,:Disease,,C0018614,,,C0018614,Hashish Abuse,,DisGeNET,,,,,,,,,,
13601,:Disease,,C0024809,,,C0024809,Marijuana Abuse,,DisGeNET,,,,,,,,,,
13602,:Disease,,C0236735,,,C0236735,Cannabis-Related Disorder,,DisGeNET,,,,,,,,,,
13603,:Disease,,C0003873,,,C0003873,Rheumatoid Arthritis,,DisGeNET,,,,,,,,,,
13604,:Disease,,C0030567,,,C0030567,Parkinson Disease,,DisGeNET,,,,,,,,,,
13605,:Disease,,C0019193,,,C0019193,"Hepatitis, Toxic",,DisGeNET,,,,,,,,,,
13606,:Disease,,C0860207,,,C0860207,Drug-Induced Liver Disease,,DisGeNET,,,,,,,,,,
13607,:Disease,,C1262760,,,C1262760,"Hepatitis, Drug-Induced",,DisGeNET,,,,,,,,,,
13608,:Disease,,C3658290,,,C3658290,Drug-Induced Acute Liver Injury,,DisGeNET,,,,,,,,,,
13609,:Disease,,C4277682,,,C4277682,Chemical and Drug Induced Liver Injury,,DisGeNET,,,,,,,,,,
13610,:Disease,,C4279912,,,C4279912,Chemically-Induced Liver Toxicity,,DisGeNET,,,,,,,,,,
13611,:Disease,,C0007131,,,C0007131,Non-Small Cell Lung Carcinoma,,DisGeNET,,,,,,,,,,
13612,:Disease,,C0235874,,,C0235874,Disease Exacerbation,,DisGeNET,,,,,,,,,,
13613,:Disease,,C0030201,,,C0030201,"Pain, Postoperative",,DisGeNET,,,,,,,,,,
13614,:Disease,,C0011570,,,C0011570,Mental Depression,,DisGeNET,,,,,,,,,,
13615,:Disease,,C0011581,,,C0011581,Depressive disorder,,DisGeNET,,,,,,,,,,
13616,:Disease,,C0040715,,,C0040715,Chromosomal translocation,,DisGeNET,,,,,,,,,,
13617,:Disease,,C0079744,,,C0079744,Diffuse Large B-Cell Lymphoma,,DisGeNET,,,,,,,,,,
13618,:Disease,,C0007097,,,C0007097,Carcinoma,,DisGeNET,,,,,,,,,,
13619,:Disease,,C0014859,,,C0014859,Esophageal Neoplasms,,DisGeNET,,,,,,,,,,
13620,:Disease,,C0205696,,,C0205696,Anaplastic carcinoma,,DisGeNET,,,,,,,,,,
13621,:Disease,,C0205697,,,C0205697,"Carcinoma, Spindle-Cell",,DisGeNET,,,,,,,,,,
13622,:Disease,,C0205698,,,C0205698,Undifferentiated carcinoma,,DisGeNET,,,,,,,,,,
13623,:Disease,,C0205699,,,C0205699,Carcinomatosis,,DisGeNET,,,,,,,,,,
13624,:Disease,,C0546837,,,C0546837,Malignant neoplasm of esophagus,,DisGeNET,,,,,,,,,,
13625,:Disease,,C0027497,,,C0027497,Nausea,,DisGeNET,,,,,,,,,,
13626,:Disease,,C0042963,,,C0042963,Vomiting,,DisGeNET,,,,,,,,,,
13627,:Disease,,C1861502,,,C1861502,COLCHICINE RESISTANCE,,DisGeNET,,,,,,,,,,
13628,:Disease,,C0006826,,,C0006826,Malignant Neoplasms,,DisGeNET,,,,,,,,,,
13629,:Disease,,C0027651,,,C0027651,Neoplasms,,DisGeNET,,,,,,,,,,
13630,:Disease,,C0086692,,,C0086692,Benign Neoplasm,,DisGeNET,,,,,,,,,,
13631,:Disease,,C0006142,,,C0006142,Malignant neoplasm of breast,,DisGeNET,,,,,,,,,,
13632,:Disease,,C0022665,,,C0022665,Kidney Neoplasm,,DisGeNET,,,,,,,,,,
13633,:Disease,,C0376544,,,C0376544,Hematopoietic Neoplasms,,DisGeNET,,,,,,,,,,
13634,:Disease,,C0376545,,,C0376545,Hematologic Neoplasms,,DisGeNET,,,,,,,,,,
13635,:Disease,,C0678222,,,C0678222,Breast Carcinoma,,DisGeNET,,,,,,,,,,
13636,:Disease,,C0740457,,,C0740457,Malignant neoplasm of kidney,,DisGeNET,,,,,,,,,,
13637,:Disease,,C1257931,,,C1257931,"Mammary Neoplasms, Human",,DisGeNET,,,,,,,,,,
13638,:Disease,,C1458155,,,C1458155,Mammary Neoplasms,,DisGeNET,,,,,,,,,,
13639,:Disease,,C4704874,,,C4704874,"Mammary Carcinoma, Human",,DisGeNET,,,,,,,,,,
13640,:Disease,,C0041696,,,C0041696,Unipolar Depression,,DisGeNET,,,,,,,,,,
13641,:Disease,,C1269683,,,C1269683,Major Depressive Disorder,,DisGeNET,,,,,,,,,,
13642,:Disease,,C0023452,,,C0023452,Childhood Acute Lymphoblastic Leukemia,,DisGeNET,,,,,,,,,,
13643,:Disease,,C0023453,,,C0023453,L2 Acute Lymphoblastic Leukemia,,DisGeNET,,,,,,,,,,
13644,:Disease,,C1961102,,,C1961102,Precursor Cell Lymphoblastic Leukemia Lymphoma,,DisGeNET,,,,,,,,,,
13645,:Disease,,C0027609,,,C0027609,Neonatal Abstinence Syndrome,,DisGeNET,,,,,,,,,,
13646,:Disease,,C0018798,,,C0018798,Congenital Heart Defects,,DisGeNET,,,,,,,,,,
13647,:Disease,,C0014836,,,C0014836,Escherichia coli Infections,,DisGeNET,,,,,,,,,,
13648,:Disease,,C0033975,,,C0033975,Psychotic Disorders,,DisGeNET,,,,,,,,,,
13649,:Disease,,C1168401,,,C1168401,Squamous cell carcinoma of the head and neck,,DisGeNET,,,,,,,,,,
13650,:Disease,,C0030569,,,C0030569,Secondary Parkinson Disease,,DisGeNET,,,,,,,,,,
13651,:Disease,,C0751414,,,C0751414,"Parkinson Disease, Secondary Vascular",,DisGeNET,,,,,,,,,,
13652,:Disease,,C0751415,,,C0751415,Atherosclerotic Parkinsonism,,DisGeNET,,,,,,,,,,
13653,:Disease,,C0027819,,,C0027819,Neuroblastoma,,DisGeNET,,,,,,,,,,
13654,:Disease,,C0009324,,,C0009324,Ulcerative Colitis,,DisGeNET,,,,,,,,,,
13655,:Disease,,C2677101,,,C2677101,Inflammatory Bowel Disease 13,,DisGeNET,,,,,,,,,,
13689,:Drug,,,DB11869,,CHEMBL1086218,VALSPODAR,,OpenTargets,,,,,,,,Drug,,
13690,:Drug,,,DB06191,,CHEMBL444172,ZOSUQUIDAR,,OpenTargets,,,,,,,,Drug,,
13691,:Drug,,,DB06240,,CHEMBL348475,TARIQUIDAR,,OpenTargets,,,,,,,,Drug,,
13693,:Drug,,,DB04851,,CHEMBL350775,BIRICODAR,,OpenTargets,,,,,,,,Drug,,
13705,:Protein,ENSG00000243064,,,,ENSG00000243064,ABCC13,,BridgeDB,,,,,,,,,,
13707,:Protein,ENSG00000291057,,,,ENSG00000291057,ABCC6P1,653190,BridgeDB,,,,,,,,,,
13712,:Protein,ENSG00000118777,,,,ENSG00000118777,ABCG2,9429,BridgeDB,,,,,,,,,,
13713,:Disease,,C0008312,,,C0008312,Primary biliary cirrhosis,,DisGeNET,,,,,,,,,,
13714,:Disease,,C0023892,,,C0023892,Biliary cirrhosis,,DisGeNET,,,,,,,,,,
13715,:Disease,,C0238065,,,C0238065,Secondary Biliary Cholangitis,,DisGeNET,,,,,,,,,,
13716,:Disease,,C4551595,,,C4551595,"Biliary Cirrhosis, Primary, 1",,DisGeNET,,,,,,,,,,
13717,:Disease,,C1961099,,,C1961099,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,,DisGeNET,,,,,,,,,,
13718,:Disease,,C0001430,,,C0001430,Adenoma,,DisGeNET,,,,,,,,,,
13719,:Disease,,C0205646,,,C0205646,"Adenoma, Basal Cell",,DisGeNET,,,,,,,,,,
13720,:Disease,,C0205647,,,C0205647,Follicular adenoma,,DisGeNET,,,,,,,,,,
13721,:Disease,,C0205648,,,C0205648,"Adenoma, Microcystic",,DisGeNET,,,,,,,,,,
13722,:Disease,,C0205649,,,C0205649,"Adenoma, Monomorphic",,DisGeNET,,,,,,,,,,
13723,:Disease,,C0205650,,,C0205650,Papillary adenoma,,DisGeNET,,,,,,,,,,
13724,:Disease,,C0205651,,,C0205651,"Adenoma, Trabecular",,DisGeNET,,,,,,,,,,
13725,:Disease,,C0018099,,,C0018099,Gout,,DisGeNET,,,,,,,,,,
13726,:Disease,,C0740394,,,C0740394,Hyperuricemia,,DisGeNET,,,,,,,,,,
13727,:Disease,,C0024668,,,C0024668,"Mammary Neoplasms, Experimental",,DisGeNET,,,,,,,,,,
13728,:Disease,,C1841837,,,C1841837,"URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 1",,DisGeNET,,,,,,,,,,
13756,:Protein,ENSG00000131969,,,,ENSG00000131969,ABHD12B,145447,BridgeDB,,,,,,,,,,
13761,:Protein,ENSG00000143322,,,,ENSG00000143322,ABL2,27,BridgeDB,,,,,,,,,,
13794,:Protein,ENSG00000166016,,,,ENSG00000166016,ABTB2,25841,BridgeDB,,,,,,,,,,
13799,:Protein,ENSG00000176244,,,,ENSG00000176244,ACBD7,414149,BridgeDB,,,,,,,,,,
13803,:Protein,ENSG00000167769,,,,ENSG00000167769,ACER1,125981,BridgeDB,,,,,,,,,,
13823,:Protein,ENSG00000078124,,,,ENSG00000078124,ACER3,55331,BridgeDB,,,,,,,,,,
13824,:Disease,,C0025202,,,C0025202,melanoma,,DisGeNET,,,,,,,,,,
13825,:Disease,,C4540358,,,C4540358,"LEUKODYSTROPHY, PROGRESSIVE, EARLY CHILDHOOD-ONSET",,DisGeNET,,,,,,,,,,
13836,:Protein,ENSG00000144648,,,,ENSG00000144648,ACKR2,1238,BridgeDB,,,,,,,,,,
13854,:Protein,ENSG00000112304,,,,ENSG00000112304,ACOT13,55856,BridgeDB,,,,,,,,,,
13870,:Protein,ENSG00000183549,,,,ENSG00000183549,ACSM5,54988,BridgeDB,,,,,,,,,,
13881,:Protein,ENSG00000226481,,,,ENSG00000226481,ACTR3BP2,,BridgeDB,,,,,,,,,,
13883,:Protein,ENSG00000154734,,,,ENSG00000154734,ADAMTS1,9510,BridgeDB,,,,,,,,,,
13884,:Disease,,C0027626,,,C0027626,Neoplasm Invasiveness,,DisGeNET,,,,,,,,,,
13885,:Disease,,C0002395,,,C0002395,Alzheimer's Disease,,DisGeNET,,,,,,,,,,
13886,:Disease,,C0011265,,,C0011265,Presenile dementia,,DisGeNET,,,,,,,,,,
13887,:Disease,,C0276496,,,C0276496,Familial Alzheimer Disease (FAD),,DisGeNET,,,,,,,,,,
13888,:Disease,,C0494463,,,C0494463,"Alzheimer Disease, Late Onset",,DisGeNET,,,,,,,,,,
13889,:Disease,,C0546126,,,C0546126,Acute Confusional Senile Dementia,,DisGeNET,,,,,,,,,,
13890,:Disease,,C0750900,,,C0750900,"Alzheimer's Disease, Focal Onset",,DisGeNET,,,,,,,,,,
13891,:Disease,,C0750901,,,C0750901,"Alzheimer Disease, Early Onset",,DisGeNET,,,,,,,,,,
13915,:Protein,ENSG00000158859,,,,ENSG00000158859,ADAMTS4,9507,BridgeDB,,,,,,,,,,
13923,:Protein,ENSG00000154736,,,,ENSG00000154736,ADAMTS5,11096,BridgeDB,,,,,,,,,,
13924,:Disease,,C0019209,,,C0019209,Hepatomegaly,,DisGeNET,,,,,,,,,,
13935,:Protein,ENSG00000111452,,,,ENSG00000111452,ADGRD1,283383,BridgeDB,,,,,,,,,,
13938,:Protein,ENSG00000127507,,,,ENSG00000127507,ADGRE2,30817,BridgeDB,,,,,,,,,,
13939,:Disease,,C0157743,,,C0157743,Vibratory urticaria,,DisGeNET,,,,,,,,,,
13940,:Disease,,C0473546,,,C0473546,Vibratory angioedema,,DisGeNET,,,,,,,,,,
13941,:Disease,,C1852146,,,C1852146,DERMODISTORTIVE URTICARIA,,DisGeNET,,,,,,,,,,
13942,:Disease,,C1852145,,,C1852145,Familial dermographism,,DisGeNET,,,,,,,,,,
13953,:Protein,ENSG00000173698,,,,ENSG00000173698,ADGRG2,10149,BridgeDB,,,,,,,,,,
13954,:Disease,,C0029408,,,C0029408,Degenerative polyarthritis,,DisGeNET,,,,,,,,,,
13955,:Disease,,C0086743,,,C0086743,Osteoarthrosis Deformans,,DisGeNET,,,,,,,,,,
13956,:Disease,,C0403814,,,C0403814,Congenital bilateral aplasia of vas deferens,,DisGeNET,,,,,,,,,,
13958,:Protein,ENSG00000112414,,,,ENSG00000112414,ADGRG6,57211,BridgeDB,,,,,,,,,,
13959,:Disease,,C2700406,,,C2700406,"SCOLIOSIS, IDIOPATHIC, SUSCEPTIBILITY TO, 1 (finding)",,DisGeNET,,,,,,,,,,
13960,:Disease,,C4225303,,,C4225303,LETHAL CONGENITAL CONTRACTURE SYNDROME 9,,DisGeNET,,,,,,,,,,
13970,:Protein,ENSG00000148926,,,,ENSG00000148926,ADM,133,BridgeDB,,,,,,,,,,
13971,:Disease,,C0004352,,,C0004352,Autistic Disorder,,DisGeNET,,,,,,,,,,
13972,:Disease,,C0034189,,,C0034189,Pyemia,,DisGeNET,,,,,,,,,,
13973,:Disease,,C0036690,,,C0036690,Septicemia,,DisGeNET,,,,,,,,,,
13974,:Disease,,C0243026,,,C0243026,Sepsis,,DisGeNET,,,,,,,,,,
13975,:Disease,,C1719672,,,C1719672,Severe Sepsis,,DisGeNET,,,,,,,,,,
13976,:Disease,,C0017658,,,C0017658,Glomerulonephritis,,DisGeNET,,,,,,,,,,
13977,:Disease,,C1704377,,,C1704377,Bright Disease,,DisGeNET,,,,,,,,,,
13978,:Disease,,C0020429,,,C0020429,Hyperalgesia,,DisGeNET,,,,,,,,,,
13979,:Disease,,C0030193,,,C0030193,Pain,,DisGeNET,,,,,,,,,,
13980,:Disease,,C0234230,,,C0234230,"Pain, Burning",,DisGeNET,,,,,,,,,,
13981,:Disease,,C0234238,,,C0234238,Ache,,DisGeNET,,,,,,,,,,
13982,:Disease,,C0234254,,,C0234254,Radiating pain,,DisGeNET,,,,,,,,,,
13983,:Disease,,C0458247,,,C0458247,Allodynia,,DisGeNET,,,,,,,,,,
13984,:Disease,,C0458257,,,C0458257,"Pain, Splitting",,DisGeNET,,,,,,,,,,
13985,:Disease,,C0458259,,,C0458259,"Pain, Crushing",,DisGeNET,,,,,,,,,,
13986,:Disease,,C0751211,,,C0751211,"Hyperalgesia, Primary",,DisGeNET,,,,,,,,,,
13987,:Disease,,C0751212,,,C0751212,"Hyperalgesia, Secondary",,DisGeNET,,,,,,,,,,
13988,:Disease,,C0751213,,,C0751213,Tactile Allodynia,,DisGeNET,,,,,,,,,,
13989,:Disease,,C0751214,,,C0751214,"Hyperalgesia, Thermal",,DisGeNET,,,,,,,,,,
13990,:Disease,,C0751407,,,C0751407,"Pain, Migratory",,DisGeNET,,,,,,,,,,
13991,:Disease,,C0751408,,,C0751408,"Suffering, Physical",,DisGeNET,,,,,,,,,,
13992,:Disease,,C2936719,,,C2936719,Mechanical Allodynia,,DisGeNET,,,,,,,,,,
13993,:Disease,,C0038358,,,C0038358,Gastric ulcer,,DisGeNET,,,,,,,,,,
14029,:Protein,ENSG00000101544,,,,ENSG00000101544,ADNP2,22850,BridgeDB,,,,,,,,,,
14038,:Protein,ENSG00000150594,,,,ENSG00000150594,ADRA2A,150,BridgeDB,,,,,,,,,,
14039,:Disease,,C0020538,,,C0020538,Hypertensive disease,,DisGeNET,,,,,,,,,,
14040,:Disease,,C0030319,,,C0030319,Panic Disorder,,DisGeNET,,,,,,,,,,
14041,:Disease,,C0086769,,,C0086769,Panic Attacks,,DisGeNET,,,,,,,,,,
14042,:Disease,,C0525045,,,C0525045,Mood Disorders,,DisGeNET,,,,,,,,,,
14043,:Disease,,C0020649,,,C0020649,Hypotension,,DisGeNET,,,,,,,,,,
14044,:Disease,,C0018799,,,C0018799,Heart Diseases,,DisGeNET,,,,,,,,,,
14045,:Disease,,C0001973,,,C0001973,"Alcoholic Intoxication, Chronic",,DisGeNET,,,,,,,,,,
14046,:Disease,,C0016059,,,C0016059,Fibrosis,,DisGeNET,,,,,,,,,,
14047,:Disease,,C0018800,,,C0018800,Cardiomegaly,,DisGeNET,,,,,,,,,,
14048,:Disease,,C1383860,,,C1383860,Cardiac Hypertrophy,,DisGeNET,,,,,,,,,,
14049,:Disease,,C1623038,,,C1623038,Cirrhosis,,DisGeNET,,,,,,,,,,
14050,:Disease,,C0271694,,,C0271694,Familial partial lipodystrophy,,DisGeNET,,,,,,,,,,
14111,:Drug,,,DB00368,,CHEMBL1437,NOREPINEPHRINE,,OpenTargets,,,,,,,,"C01CA03,C01CA,C01C,C01,C,Drug",,
14112,:Drug,,,DB00668,,CHEMBL679,EPINEPHRINE,,OpenTargets,,,,,,,,"A01AD01,A01AD,A01A,A01,A,Drug;R03AK01,R03AK,R03A,R03,R,Drug;B02BC09,B02BC,B02B,B02,B,Drug;C01CA24,C01CA,C01C,C01,C,Drug;S01EA01,S01EA,S01E,S01,S,Drug;R01AA14,R01AA,R01A,R01,R,Drug;R03AA01,R03AA,R03A,R03,R,Drug;S01EA51,S01EA,S01E,S01,S,Drug",,
14115,:Drug,,,DB00633,,CHEMBL778,DEXMEDETOMIDINE,,OpenTargets,,,,,,,,"N05CM18,N05CM,N05C,N05,N,Drug",,
14118,:Drug,,,DB00370,,CHEMBL654,MIRTAZAPINE,,OpenTargets,,,,,,,,"N06AX11,N06AX,N06A,N06,N,Drug",,
14119,:Drug,,,DB00797,,CHEMBL770,TOLAZOLINE,,OpenTargets,,,,,,,,"M02AX02,M02AX,M02A,M02,M,Drug;C04AB02,C04AB,C04A,C04,C,Drug",,
14120,:Drug,,,DB01018,,CHEMBL862,GUANFACINE,,OpenTargets,,,,,,,,"C02AC02,C02AC,C02A,C02,C,Drug",,
14121,:Drug,,,DB00598,,CHEMBL429,LABETALOL,,OpenTargets,,,,,,,,"C07BG01,C07BG,C07B,C07,C,Drug;C07CG01,C07CG,C07C,C07,C,Drug;C07AG01,C07AG,C07A,C07,C,Drug",,
14122,:Protein,ENSG00000169129,,,,ENSG00000169129,AFAP1L2,84632,BridgeDB,,,,,,,,,,
14123,:Disease,,C0007137,,,C0007137,Squamous cell carcinoma,,DisGeNET,,,,,,,,,,
14131,:Protein,ENSG00000072364,,,,ENSG00000072364,AFF4,27125,BridgeDB,,,,,,,,,,
14132,:Disease,,C0000772,,,C0000772,Multiple congenital anomalies,,DisGeNET,,,,,,,,,,
14133,:Disease,,C0005941,,,C0005941,"Bone Diseases, Developmental",,DisGeNET,,,,,,,,,,
14134,:Disease,,C0009241,,,C0009241,Cognition Disorders,,DisGeNET,,,,,,,,,,
14135,:Disease,,C0018273,,,C0018273,Growth Disorders,,DisGeNET,,,,,,,,,,
14136,:Disease,,C0024115,,,C0024115,Lung diseases,,DisGeNET,,,,,,,,,,
14137,:Disease,,C0028754,,,C0028754,Obesity,,DisGeNET,,,,,,,,,,
14138,:Disease,,C0282631,,,C0282631,Facies,,DisGeNET,,,,,,,,,,
14139,:Disease,,C4085597,,,C4085597,CHOPS SYNDROME,,DisGeNET,,,,,,,,,,
14151,:Protein,ENSG00000225623,,,,ENSG00000225623,AGBL4-IT1,100874313,BridgeDB,,,,,,,,,,
14165,:Protein,ENSG00000116771,,,,ENSG00000116771,AGMAT,79814,BridgeDB,,,,,,,,,,
14175,:Protein,ENSG00000173467,,,,ENSG00000173467,AGR3,155465,BridgeDB,,,,,,,,,,
14182,:Protein,ENSG00000106546,,,,ENSG00000106546,AHR,196,BridgeDB,,,,,,,,,,
14183,:Disease,,C0024623,,,C0024623,Malignant neoplasm of stomach,,DisGeNET,,,,,,,,,,
14184,:Disease,,C0038356,,,C0038356,Stomach Neoplasms,,DisGeNET,,,,,,,,,,
14185,:Disease,,C1708349,,,C1708349,Hereditary Diffuse Gastric Cancer,,DisGeNET,,,,,,,,,,
14186,:Disease,,C0030297,,,C0030297,Pancreatic Neoplasm,,DisGeNET,,,,,,,,,,
14187,:Disease,,C0346647,,,C0346647,Malignant neoplasm of pancreas,,DisGeNET,,,,,,,,,,
14188,:Disease,,C2931037,,,C2931037,"Pancreatic cancer, adult",,DisGeNET,,,,,,,,,,
14189,:Disease,,C0152013,,,C0152013,Adenocarcinoma of lung (disorder),,DisGeNET,,,,,,,,,,
14190,:Disease,,C0149721,,,C0149721,Left Ventricular Hypertrophy,,DisGeNET,,,,,,,,,,
14191,:Disease,,C0041955,,,C0041955,Ureteral Neoplasms,,DisGeNET,,,,,,,,,,
14192,:Disease,,C0153619,,,C0153619,Malignant neoplasm of ureter,,DisGeNET,,,,,,,,,,
14193,:Disease,,C0005974,,,C0005974,Bone Resorption,,DisGeNET,,,,,,,,,,
14194,:Disease,,C0023903,,,C0023903,Liver neoplasms,,DisGeNET,,,,,,,,,,
14195,:Disease,,C0345904,,,C0345904,Malignant neoplasm of liver,,DisGeNET,,,,,,,,,,
14196,:Disease,,C0033578,,,C0033578,Prostatic Neoplasms,,DisGeNET,,,,,,,,,,
14197,:Disease,,C0376358,,,C0376358,Malignant neoplasm of prostate,,DisGeNET,,,,,,,,,,
14198,:Disease,,C0020564,,,C0020564,Hypertrophy,,DisGeNET,,,,,,,,,,
14199,:Disease,,C0023895,,,C0023895,Liver diseases,,DisGeNET,,,,,,,,,,
14200,:Disease,,C0037997,,,C0037997,Splenic Diseases,,DisGeNET,,,,,,,,,,
14201,:Disease,,C0086565,,,C0086565,Liver Dysfunction,,DisGeNET,,,,,,,,,,
14202,:Disease,,C0333641,,,C0333641,Atrophic,,DisGeNET,,,,,,,,,,
14203,:Disease,,C0020578,,,C0020578,Hyperventilation,,DisGeNET,,,,,,,,,,
14204,:Disease,,C0039231,,,C0039231,Tachycardia,,DisGeNET,,,,,,,,,,
14205,:Disease,,C0080203,,,C0080203,Tachyarrhythmia,,DisGeNET,,,,,,,,,,
14206,:Disease,,C0021364,,,C0021364,Male infertility,,DisGeNET,,,,,,,,,,
14207,:Disease,,C0848676,,,C0848676,"Subfertility, Male",,DisGeNET,,,,,,,,,,
14208,:Disease,,C0917731,,,C0917731,Male sterility,,DisGeNET,,,,,,,,,,
