_id,_labels,Ensembl,diseaseID,drugID,gene_count,id,name,ncbiID,source,subcellular_loc,_start,_end,_type,score,source.1,type,atcClassification,class,uniprotID
,,,,,,,,,,,27130,20225,interacts_with,0.58,STRING,interacts_with,,,
,,,,,,,,,,,27130,20225,interacts_with,0.481,STRING,interacts_with,,,
,,,,,,,,,,,27130,20225,interacts_with,0.402,STRING,interacts_with,,,
,,,,,,,,,,,27130,20225,interacts_with,0.843,STRING,interacts_with,,,
,,,,,,,,,,,27130,20225,interacts_with,0.47,STRING,interacts_with,,,
,,,,,,,,,,,27130,14487,interacts_with,0.446,STRING,interacts_with,,,
,,,,,,,,,,,27130,14487,interacts_with,0.414,STRING,interacts_with,,,
,,,,,,,,,,,27130,14487,interacts_with,0.452,STRING,interacts_with,,,
,,,,,,,,,,,27130,21043,interacts_with,0.536,STRING,interacts_with,,,
,,,,,,,,,,,27130,21043,interacts_with,0.404,STRING,interacts_with,,,
,,,,,,,,,,,27130,21043,interacts_with,0.681,STRING,interacts_with,,,
,,,,,,,,,,,27130,21043,interacts_with,0.429,STRING,interacts_with,,,
,,,,,,,,,,,27130,26868,interacts_with,0.51,STRING,interacts_with,,,
,,,,,,,,,,,27130,26868,interacts_with,0.482,STRING,interacts_with,,,
,,,,,,,,,,,27130,26868,interacts_with,0.96,STRING,interacts_with,,,
,,,,,,,,,,,27130,26868,interacts_with,0.535,STRING,interacts_with,,,
,,,,,,,,,,,27130,26868,interacts_with,0.409,STRING,interacts_with,,,
,,,,,,,,,,,27130,26868,interacts_with,0.425,STRING,interacts_with,,,
,,,,,,,,,,,27130,26868,interacts_with,0.428,STRING,interacts_with,,,
,,,,,,,,,,,27130,26868,interacts_with,0.969,STRING,interacts_with,,,
,,,,,,,,,,,27130,26868,interacts_with,0.481,STRING,interacts_with,,,
,,,,,,,,,,,27130,26959,interacts_with,0.416,STRING,interacts_with,,,
,,,,,,,,,,,27130,26959,interacts_with,0.404,STRING,interacts_with,,,
,,,,,,,,,,,27130,26959,interacts_with,0.411,STRING,interacts_with,,,
,,,,,,,,,,,27130,26959,interacts_with,0.549,STRING,interacts_with,,,
,,,,,,,,,,,27130,26959,interacts_with,0.457,STRING,interacts_with,,,
,,,,,,,,,,,27130,26959,interacts_with,0.432,STRING,interacts_with,,,
,,,,,,,,,,,27130,22458,interacts_with,0.507,STRING,interacts_with,,,
,,,,,,,,,,,27130,22458,interacts_with,0.475,STRING,interacts_with,,,
,,,,,,,,,,,27130,22458,interacts_with,0.477,STRING,interacts_with,,,
,,,,,,,,,,,27130,22458,interacts_with,0.437,STRING,interacts_with,,,
,,,,,,,,,,,27130,22458,interacts_with,0.427,STRING,interacts_with,,,
,,,,,,,,,,,27130,22458,interacts_with,0.628,STRING,interacts_with,,,
,,,,,,,,,,,27130,17093,interacts_with,0.673,STRING,interacts_with,,,
,,,,,,,,,,,27130,17093,interacts_with,0.445,STRING,interacts_with,,,
,,,,,,,,,,,27130,17093,interacts_with,0.447,STRING,interacts_with,,,
,,,,,,,,,,,27130,17093,interacts_with,0.635,STRING,interacts_with,,,
,,,,,,,,,,,27130,17093,interacts_with,0.465,STRING,interacts_with,,,
,,,,,,,,,,,27130,17093,interacts_with,0.453,STRING,interacts_with,,,
,,,,,,,,,,,27130,17093,interacts_with,0.584,STRING,interacts_with,,,
,,,,,,,,,,,27130,20898,interacts_with,0.41,STRING,interacts_with,,,
,,,,,,,,,,,27130,20898,interacts_with,0.841,STRING,interacts_with,,,
,,,,,,,,,,,27130,20898,interacts_with,0.42,STRING,interacts_with,,,
,,,,,,,,,,,27130,23048,interacts_with,0.48,STRING,interacts_with,,,
,,,,,,,,,,,27130,23048,interacts_with,0.406,STRING,interacts_with,,,
,,,,,,,,,,,27130,23048,interacts_with,0.457,STRING,interacts_with,,,
,,,,,,,,,,,27130,26338,interacts_with,0.455,STRING,interacts_with,,,
,,,,,,,,,,,27130,26338,interacts_with,0.471,STRING,interacts_with,,,
,,,,,,,,,,,27130,26338,interacts_with,0.422,STRING,interacts_with,,,
,,,,,,,,,,,27130,25184,interacts_with,0.477,STRING,interacts_with,,,
,,,,,,,,,,,27130,25184,interacts_with,0.434,STRING,interacts_with,,,
,,,,,,,,,,,27130,25184,interacts_with,0.91,STRING,interacts_with,,,
,,,,,,,,,,,27130,25184,interacts_with,0.67,STRING,interacts_with,,,
,,,,,,,,,,,27130,25184,interacts_with,0.504,STRING,interacts_with,,,
,,,,,,,,,,,27130,19670,interacts_with,0.875,STRING,interacts_with,,,
,,,,,,,,,,,27130,19670,interacts_with,0.46,STRING,interacts_with,,,
,,,,,,,,,,,27130,20774,interacts_with,0.773,STRING,interacts_with,,,
,,,,,,,,,,,27130,26700,interacts_with,0.86,STRING,interacts_with,,,
,,,,,,,,,,,27130,26700,interacts_with,0.521,STRING,interacts_with,,,
,,,,,,,,,,,27130,26700,interacts_with,0.539,STRING,interacts_with,,,
,,,,,,,,,,,27130,26700,interacts_with,0.445,STRING,interacts_with,,,
,,,,,,,,,,,27130,22356,interacts_with,0.635,STRING,interacts_with,,,
,,,,,,,,,,,27130,22356,interacts_with,0.409,STRING,interacts_with,,,
,,,,,,,,,,,27130,22356,interacts_with,0.647,STRING,interacts_with,,,
,,,,,,,,,,,27130,22356,interacts_with,0.423,STRING,interacts_with,,,
,,,,,,,,,,,27130,22356,interacts_with,0.445,STRING,interacts_with,,,
,,,,,,,,,,,27130,22356,interacts_with,0.434,STRING,interacts_with,,,
,,,,,,,,,,,27130,22356,interacts_with,0.494,STRING,interacts_with,,,
,,,,,,,,,,,27130,15938,interacts_with,0.41,STRING,interacts_with,,,
,,,,,,,,,,,27130,15938,interacts_with,0.999,STRING,interacts_with,,,
,,,,,,,,,,,27130,15938,interacts_with,0.52,STRING,interacts_with,,,
,,,,,,,,,,,27130,15938,interacts_with,0.463,STRING,interacts_with,,,
,,,,,,,,,,,27130,15938,interacts_with,0.992,STRING,interacts_with,,,
,,,,,,,,,,,27130,15938,interacts_with,0.791,STRING,interacts_with,,,
,,,,,,,,,,,27130,15938,interacts_with,0.403,STRING,interacts_with,,,
,,,,,,,,,,,27130,15938,interacts_with,0.772,STRING,interacts_with,,,
,,,,,,,,,,,27130,24451,interacts_with,0.449,STRING,interacts_with,,,
,,,,,,,,,,,27130,24451,interacts_with,0.495,STRING,interacts_with,,,
,,,,,,,,,,,27130,24451,interacts_with,0.567,STRING,interacts_with,,,
,,,,,,,,,,,27130,24451,interacts_with,0.547,STRING,interacts_with,,,
,,,,,,,,,,,27130,23055,interacts_with,0.508,STRING,interacts_with,,,
,,,,,,,,,,,27130,23055,interacts_with,0.674,STRING,interacts_with,,,
,,,,,,,,,,,27130,23055,interacts_with,0.587,STRING,interacts_with,,,
,,,,,,,,,,,27130,16126,interacts_with,0.613,STRING,interacts_with,,,
,,,,,,,,,,,27130,16126,interacts_with,0.514,STRING,interacts_with,,,
,,,,,,,,,,,27130,16126,interacts_with,0.739,STRING,interacts_with,,,
,,,,,,,,,,,27130,16126,interacts_with,0.458,STRING,interacts_with,,,
,,,,,,,,,,,27130,25681,interacts_with,0.69,STRING,interacts_with,,,
,,,,,,,,,,,27130,25681,interacts_with,0.495,STRING,interacts_with,,,
,,,,,,,,,,,27130,25681,interacts_with,0.938,STRING,interacts_with,,,
,,,,,,,,,,,27130,25681,interacts_with,0.837,STRING,interacts_with,,,
,,,,,,,,,,,27130,25681,interacts_with,0.446,STRING,interacts_with,,,
,,,,,,,,,,,27130,25681,interacts_with,0.592,STRING,interacts_with,,,
,,,,,,,,,,,27130,25681,interacts_with,0.484,STRING,interacts_with,,,
,,,,,,,,,,,27130,25701,interacts_with,0.961,STRING,interacts_with,,,
,,,,,,,,,,,27130,21583,interacts_with,0.802,STRING,interacts_with,,,
,,,,,,,,,,,27130,21583,interacts_with,0.586,STRING,interacts_with,,,
,,,,,,,,,,,27130,21583,interacts_with,0.412,STRING,interacts_with,,,
,,,,,,,,,,,27130,21583,interacts_with,0.677,STRING,interacts_with,,,
,,,,,,,,,,,27130,21583,interacts_with,0.479,STRING,interacts_with,,,
,,,,,,,,,,,27130,21583,interacts_with,0.575,STRING,interacts_with,,,
,,,,,,,,,,,27130,21583,interacts_with,0.693,STRING,interacts_with,,,
,,,,,,,,,,,27130,21583,interacts_with,0.55,STRING,interacts_with,,,
,,,,,,,,,,,27130,21583,interacts_with,0.416,STRING,interacts_with,,,
,,,,,,,,,,,27130,21583,interacts_with,0.709,STRING,interacts_with,,,
,,,,,,,,,,,27130,21583,interacts_with,0.815,STRING,interacts_with,,,
,,,,,,,,,,,27130,21583,interacts_with,0.736,STRING,interacts_with,,,
,,,,,,,,,,,27130,21583,interacts_with,0.871,STRING,interacts_with,,,
,,,,,,,,,,,27130,21583,interacts_with,0.517,STRING,interacts_with,,,
,,,,,,,,,,,27130,21583,interacts_with,0.458,STRING,interacts_with,,,
,,,,,,,,,,,27130,21583,interacts_with,0.524,STRING,interacts_with,,,
,,,,,,,,,,,27130,21583,interacts_with,0.582,STRING,interacts_with,,,
,,,,,,,,,,,27130,21583,interacts_with,0.503,STRING,interacts_with,,,
,,,,,,,,,,,27130,21583,interacts_with,0.407,STRING,interacts_with,,,
,,,,,,,,,,,27130,22144,interacts_with,0.579,STRING,interacts_with,,,
,,,,,,,,,,,27130,16369,interacts_with,0.929,STRING,interacts_with,,,
,,,,,,,,,,,27130,16369,interacts_with,0.56,STRING,interacts_with,,,
,,,,,,,,,,,27130,16369,interacts_with,0.518,STRING,interacts_with,,,
,,,,,,,,,,,27130,16369,interacts_with,0.828,STRING,interacts_with,,,
,,,,,,,,,,,27130,16369,interacts_with,0.455,STRING,interacts_with,,,
,,,,,,,,,,,27130,16173,interacts_with,0.418,STRING,interacts_with,,,
,,,,,,,,,,,27130,16173,interacts_with,0.485,STRING,interacts_with,,,
,,,,,,,,,,,27130,19382,interacts_with,0.4,STRING,interacts_with,,,
,,,,,,,,,,,27130,19382,interacts_with,0.434,STRING,interacts_with,,,
,,,,,,,,,,,27130,19382,interacts_with,0.426,STRING,interacts_with,,,
,,,,,,,,,,,27130,19382,interacts_with,0.427,STRING,interacts_with,,,
,,,,,,,,,,,27130,19382,interacts_with,0.478,STRING,interacts_with,,,
,,,,,,,,,,,27130,19382,interacts_with,0.401,STRING,interacts_with,,,
,,,,,,,,,,,27130,19382,interacts_with,0.472,STRING,interacts_with,,,
,,,,,,,,,,,27130,19382,interacts_with,0.494,STRING,interacts_with,,,
,,,,,,,,,,,27130,19383,interacts_with,0.447,STRING,interacts_with,,,
,,,,,,,,,,,27130,19383,interacts_with,0.489,STRING,interacts_with,,,
,,,,,,,,,,,27130,19383,interacts_with,0.49,STRING,interacts_with,,,
,,,,,,,,,,,27130,19383,interacts_with,0.626,STRING,interacts_with,,,
,,,,,,,,,,,27130,19383,interacts_with,0.417,STRING,interacts_with,,,
,,,,,,,,,,,27130,19383,interacts_with,0.461,STRING,interacts_with,,,
,,,,,,,,,,,27130,18582,interacts_with,0.463,STRING,interacts_with,,,
,,,,,,,,,,,27130,18582,interacts_with,0.435,STRING,interacts_with,,,
,,,,,,,,,,,27130,18582,interacts_with,0.593,STRING,interacts_with,,,
,,,,,,,,,,,27130,18582,interacts_with,0.403,STRING,interacts_with,,,
,,,,,,,,,,,27130,20018,interacts_with,0.945,STRING,interacts_with,,,
,,,,,,,,,,,27130,20018,interacts_with,0.552,STRING,interacts_with,,,
,,,,,,,,,,,27130,20018,interacts_with,0.403,STRING,interacts_with,,,
,,,,,,,,,,,27130,23087,interacts_with,0.564,STRING,interacts_with,,,
,,,,,,,,,,,27130,23087,interacts_with,0.458,STRING,interacts_with,,,
,,,,,,,,,,,27130,23087,interacts_with,0.555,STRING,interacts_with,,,
,,,,,,,,,,,27130,23087,interacts_with,0.488,STRING,interacts_with,,,
,,,,,,,,,,,27130,23087,interacts_with,0.514,STRING,interacts_with,,,
,,,,,,,,,,,27130,23087,interacts_with,0.45,STRING,interacts_with,,,
,,,,,,,,,,,27130,23087,interacts_with,0.426,STRING,interacts_with,,,
,,,,,,,,,,,27130,23087,interacts_with,0.409,STRING,interacts_with,,,
,,,,,,,,,,,27130,23087,interacts_with,0.622,STRING,interacts_with,,,
,,,,,,,,,,,27130,23087,interacts_with,0.739,STRING,interacts_with,,,
,,,,,,,,,,,27130,23087,interacts_with,0.646,STRING,interacts_with,,,
,,,,,,,,,,,27130,23087,interacts_with,0.496,STRING,interacts_with,,,
,,,,,,,,,,,27130,23087,interacts_with,0.484,STRING,interacts_with,,,
,,,,,,,,,,,27130,23087,interacts_with,0.502,STRING,interacts_with,,,
,,,,,,,,,,,27130,23087,interacts_with,0.638,STRING,interacts_with,,,
,,,,,,,,,,,27130,23087,interacts_with,0.401,STRING,interacts_with,,,
,,,,,,,,,,,27130,23087,interacts_with,0.561,STRING,interacts_with,,,
,,,,,,,,,,,27130,23087,interacts_with,0.423,STRING,interacts_with,,,
,,,,,,,,,,,27130,17990,interacts_with,0.649,STRING,interacts_with,,,
,,,,,,,,,,,27130,17990,interacts_with,0.586,STRING,interacts_with,,,
,,,,,,,,,,,27130,17990,interacts_with,0.706,STRING,interacts_with,,,
,,,,,,,,,,,27130,17990,interacts_with,0.55,STRING,interacts_with,,,
,,,,,,,,,,,27130,24320,interacts_with,0.455,STRING,interacts_with,,,
,,,,,,,,,,,27130,24320,interacts_with,0.432,STRING,interacts_with,,,
,,,,,,,,,,,27130,24352,interacts_with,0.696,STRING,interacts_with,,,
,,,,,,,,,,,27130,24352,interacts_with,0.675,STRING,interacts_with,,,
,,,,,,,,,,,27130,24352,interacts_with,0.461,STRING,interacts_with,,,
,,,,,,,,,,,27130,24352,interacts_with,0.593,STRING,interacts_with,,,
,,,,,,,,,,,27130,24352,interacts_with,0.499,STRING,interacts_with,,,
,,,,,,,,,,,27130,24352,interacts_with,0.414,STRING,interacts_with,,,
,,,,,,,,,,,27130,24352,interacts_with,0.505,STRING,interacts_with,,,
,,,,,,,,,,,27130,16129,interacts_with,0.587,STRING,interacts_with,,,
,,,,,,,,,,,27130,15232,interacts_with,0.413,STRING,interacts_with,,,
,,,,,,,,,,,27130,15232,interacts_with,0.442,STRING,interacts_with,,,
,,,,,,,,,,,27130,15232,interacts_with,0.623,STRING,interacts_with,,,
,,,,,,,,,,,27130,22304,interacts_with,0.472,STRING,interacts_with,,,
,,,,,,,,,,,27130,22304,interacts_with,0.422,STRING,interacts_with,,,
,,,,,,,,,,,27130,27106,interacts_with,0.401,STRING,interacts_with,,,
,,,,,,,,,,,27130,25434,interacts_with,0.481,STRING,interacts_with,,,
,,,,,,,,,,,27130,25434,interacts_with,0.526,STRING,interacts_with,,,
,,,,,,,,,,,27130,25434,interacts_with,0.49,STRING,interacts_with,,,
,,,,,,,,,,,27130,25434,interacts_with,0.442,STRING,interacts_with,,,
,,,,,,,,,,,27130,25434,interacts_with,0.53,STRING,interacts_with,,,
,,,,,,,,,,,27130,25434,interacts_with,0.448,STRING,interacts_with,,,
,,,,,,,,,,,27130,25434,interacts_with,0.415,STRING,interacts_with,,,
,,,,,,,,,,,27130,16881,interacts_with,0.564,STRING,interacts_with,,,
,,,,,,,,,,,27130,16881,interacts_with,0.437,STRING,interacts_with,,,
,,,,,,,,,,,27130,16881,interacts_with,0.438,STRING,interacts_with,,,
,,,,,,,,,,,27130,26751,interacts_with,0.436,STRING,interacts_with,,,
,,,,,,,,,,,27130,26751,interacts_with,0.421,STRING,interacts_with,,,
,,,,,,,,,,,27130,26751,interacts_with,0.785,STRING,interacts_with,,,
,,,,,,,,,,,27130,26751,interacts_with,0.453,STRING,interacts_with,,,
,,,,,,,,,,,27130,26751,interacts_with,0.401,STRING,interacts_with,,,
,,,,,,,,,,,27130,27104,interacts_with,0.456,STRING,interacts_with,,,
,,,,,,,,,,,27130,27104,interacts_with,0.499,STRING,interacts_with,,,
,,,,,,,,,,,27130,27104,interacts_with,0.403,STRING,interacts_with,,,
,,,,,,,,,,,27130,27104,interacts_with,0.439,STRING,interacts_with,,,
,,,,,,,,,,,27130,20055,interacts_with,0.498,STRING,interacts_with,,,
,,,,,,,,,,,27130,20055,interacts_with,0.451,STRING,interacts_with,,,
,,,,,,,,,,,27130,20055,interacts_with,0.583,STRING,interacts_with,,,
,,,,,,,,,,,27130,20055,interacts_with,0.648,STRING,interacts_with,,,
,,,,,,,,,,,27130,20055,interacts_with,0.559,STRING,interacts_with,,,
,,,,,,,,,,,27130,20055,interacts_with,0.421,STRING,interacts_with,,,
,,,,,,,,,,,27130,18682,interacts_with,0.488,STRING,interacts_with,,,
,,,,,,,,,,,27130,18682,interacts_with,0.524,STRING,interacts_with,,,
,,,,,,,,,,,27130,18682,interacts_with,0.662,STRING,interacts_with,,,
,,,,,,,,,,,27130,18682,interacts_with,0.451,STRING,interacts_with,,,
,,,,,,,,,,,27130,17103,interacts_with,0.524,STRING,interacts_with,,,
,,,,,,,,,,,27130,17103,interacts_with,0.999,STRING,interacts_with,,,
,,,,,,,,,,,27130,17103,interacts_with,0.532,STRING,interacts_with,,,
,,,,,,,,,,,27130,17103,interacts_with,0.442,STRING,interacts_with,,,
,,,,,,,,,,,27130,26241,interacts_with,0.807,STRING,interacts_with,,,
,,,,,,,,,,,27130,26241,interacts_with,0.406,STRING,interacts_with,,,
,,,,,,,,,,,27130,26241,interacts_with,0.491,STRING,interacts_with,,,
,,,,,,,,,,,27130,16328,interacts_with,0.503,STRING,interacts_with,,,
,,,,,,,,,,,27130,16328,interacts_with,0.48,STRING,interacts_with,,,
,,,,,,,,,,,27130,16328,interacts_with,0.449,STRING,interacts_with,,,
,,,,,,,,,,,27130,24668,interacts_with,0.4,STRING,interacts_with,,,
,,,,,,,,,,,27130,24668,interacts_with,0.403,STRING,interacts_with,,,
,,,,,,,,,,,27130,24668,interacts_with,0.557,STRING,interacts_with,,,
,,,,,,,,,,,27130,24668,interacts_with,0.426,STRING,interacts_with,,,
,,,,,,,,,,,27130,16226,interacts_with,0.434,STRING,interacts_with,,,
,,,,,,,,,,,27130,16226,interacts_with,0.519,STRING,interacts_with,,,
,,,,,,,,,,,27130,18974,interacts_with,0.407,STRING,interacts_with,,,
,,,,,,,,,,,27130,18974,interacts_with,0.593,STRING,interacts_with,,,
,,,,,,,,,,,27130,15980,interacts_with,0.432,STRING,interacts_with,,,
,,,,,,,,,,,27130,15980,interacts_with,0.511,STRING,interacts_with,,,
,,,,,,,,,,,27130,18209,interacts_with,0.55,STRING,interacts_with,,,
,,,,,,,,,,,27130,18209,interacts_with,0.478,STRING,interacts_with,,,
,,,,,,,,,,,27130,18209,interacts_with,0.473,STRING,interacts_with,,,
,,,,,,,,,,,27130,18209,interacts_with,0.436,STRING,interacts_with,,,
,,,,,,,,,,,27130,18908,interacts_with,0.6,STRING,interacts_with,,,
,,,,,,,,,,,27130,18908,interacts_with,0.484,STRING,interacts_with,,,
,,,,,,,,,,,27130,18908,interacts_with,0.465,STRING,interacts_with,,,
,,,,,,,,,,,27130,18908,interacts_with,0.555,STRING,interacts_with,,,
,,,,,,,,,,,27130,18908,interacts_with,0.678,STRING,interacts_with,,,
,,,,,,,,,,,27130,14805,interacts_with,0.49,STRING,interacts_with,,,
,,,,,,,,,,,27130,22568,interacts_with,0.509,STRING,interacts_with,,,
,,,,,,,,,,,27130,22568,interacts_with,0.456,STRING,interacts_with,,,
,,,,,,,,,,,27130,23459,interacts_with,0.456,STRING,interacts_with,,,
,,,,,,,,,,,27130,23459,interacts_with,0.767,STRING,interacts_with,,,
,,,,,,,,,,,27130,20015,interacts_with,0.4,STRING,interacts_with,,,
,,,,,,,,,,,27130,23446,interacts_with,0.699,STRING,interacts_with,,,
,,,,,,,,,,,27130,23446,interacts_with,0.458,STRING,interacts_with,,,
,,,,,,,,,,,27130,23446,interacts_with,0.59,STRING,interacts_with,,,
,,,,,,,,,,,27130,23446,interacts_with,0.404,STRING,interacts_with,,,
,,,,,,,,,,,27130,23446,interacts_with,0.405,STRING,interacts_with,,,
,,,,,,,,,,,27130,23446,interacts_with,0.834,STRING,interacts_with,,,
,,,,,,,,,,,27130,24457,interacts_with,0.478,STRING,interacts_with,,,
,,,,,,,,,,,27130,20692,interacts_with,0.735,STRING,interacts_with,,,
,,,,,,,,,,,27130,20692,interacts_with,0.46,STRING,interacts_with,,,
,,,,,,,,,,,27130,20692,interacts_with,0.855,STRING,interacts_with,,,
,,,,,,,,,,,27130,20692,interacts_with,0.743,STRING,interacts_with,,,
,,,,,,,,,,,27130,20692,interacts_with,0.467,STRING,interacts_with,,,
,,,,,,,,,,,27130,23066,interacts_with,0.678,STRING,interacts_with,,,
,,,,,,,,,,,27130,23066,interacts_with,0.42,STRING,interacts_with,,,
,,,,,,,,,,,27130,18966,interacts_with,0.418,STRING,interacts_with,,,
,,,,,,,,,,,27130,18966,interacts_with,0.999,STRING,interacts_with,,,
,,,,,,,,,,,27130,18966,interacts_with,0.811,STRING,interacts_with,,,
,,,,,,,,,,,27130,21662,interacts_with,0.7,STRING,interacts_with,,,
,,,,,,,,,,,27130,21662,interacts_with,0.544,STRING,interacts_with,,,
,,,,,,,,,,,27130,21662,interacts_with,0.719,STRING,interacts_with,,,
,,,,,,,,,,,27130,22110,interacts_with,0.506,STRING,interacts_with,,,
,,,,,,,,,,,27130,22110,interacts_with,0.592,STRING,interacts_with,,,
,,,,,,,,,,,27130,22110,interacts_with,0.507,STRING,interacts_with,,,
,,,,,,,,,,,27130,22110,interacts_with,0.588,STRING,interacts_with,,,
,,,,,,,,,,,27130,22110,interacts_with,0.524,STRING,interacts_with,,,
,,,,,,,,,,,27130,22105,interacts_with,0.669,STRING,interacts_with,,,
,,,,,,,,,,,27130,22105,interacts_with,0.507,STRING,interacts_with,,,
,,,,,,,,,,,27130,22105,interacts_with,0.4,STRING,interacts_with,,,
,,,,,,,,,,,27130,22105,interacts_with,0.479,STRING,interacts_with,,,
,,,,,,,,,,,27130,17639,interacts_with,0.413,STRING,interacts_with,,,
,,,,,,,,,,,27130,17639,interacts_with,0.402,STRING,interacts_with,,,
,,,,,,,,,,,27130,17639,interacts_with,0.511,STRING,interacts_with,,,
,,,,,,,,,,,27130,18746,interacts_with,0.413,STRING,interacts_with,,,
,,,,,,,,,,,27130,18746,interacts_with,0.541,STRING,interacts_with,,,
,,,,,,,,,,,27130,18746,interacts_with,0.423,STRING,interacts_with,,,
,,,,,,,,,,,27130,18746,interacts_with,0.412,STRING,interacts_with,,,
,,,,,,,,,,,27130,19892,interacts_with,0.423,STRING,interacts_with,,,
,,,,,,,,,,,27130,22042,interacts_with,0.455,STRING,interacts_with,,,
,,,,,,,,,,,27130,26239,interacts_with,0.541,STRING,interacts_with,,,
,,,,,,,,,,,27130,26239,interacts_with,0.572,STRING,interacts_with,,,
,,,,,,,,,,,27130,26239,interacts_with,0.419,STRING,interacts_with,,,
,,,,,,,,,,,27130,26239,interacts_with,0.795,STRING,interacts_with,,,
,,,,,,,,,,,27130,26359,interacts_with,0.421,STRING,interacts_with,,,
,,,,,,,,,,,27130,26359,interacts_with,0.436,STRING,interacts_with,,,
,,,,,,,,,,,27130,27087,interacts_with,0.526,STRING,interacts_with,,,
,,,,,,,,,,,27130,27087,interacts_with,0.961,STRING,interacts_with,,,
,,,,,,,,,,,27130,27087,interacts_with,0.829,STRING,interacts_with,,,
,,,,,,,,,,,27130,27087,interacts_with,0.747,STRING,interacts_with,,,
,,,,,,,,,,,27130,27087,interacts_with,0.502,STRING,interacts_with,,,
,,,,,,,,,,,27130,22143,interacts_with,0.454,STRING,interacts_with,,,
,,,,,,,,,,,27130,16103,interacts_with,0.459,STRING,interacts_with,,,
,,,,,,,,,,,27130,21560,interacts_with,0.483,STRING,interacts_with,,,
,,,,,,,,,,,27130,21560,interacts_with,0.514,STRING,interacts_with,,,
,,,,,,,,,,,27130,22441,interacts_with,0.429,STRING,interacts_with,,,
,,,,,,,,,,,27130,22441,interacts_with,0.572,STRING,interacts_with,,,
,,,,,,,,,,,27130,22441,interacts_with,0.546,STRING,interacts_with,,,
,,,,,,,,,,,27130,22441,interacts_with,0.481,STRING,interacts_with,,,
,,,,,,,,,,,27130,22034,interacts_with,0.611,STRING,interacts_with,,,
,,,,,,,,,,,27130,14987,interacts_with,0.624,STRING,interacts_with,,,
,,,,,,,,,,,27130,26987,interacts_with,0.449,STRING,interacts_with,,,
,,,,,,,,,,,27130,18207,interacts_with,0.483,STRING,interacts_with,,,
,,,,,,,,,,,27130,18207,interacts_with,0.611,STRING,interacts_with,,,
,,,,,,,,,,,27130,20741,interacts_with,0.563,STRING,interacts_with,,,
,,,,,,,,,,,27130,20741,interacts_with,0.482,STRING,interacts_with,,,
,,,,,,,,,,,27130,20741,interacts_with,0.417,STRING,interacts_with,,,
,,,,,,,,,,,27130,20741,interacts_with,0.592,STRING,interacts_with,,,
,,,,,,,,,,,27130,22504,interacts_with,0.656,STRING,interacts_with,,,
,,,,,,,,,,,27130,22504,interacts_with,0.4,STRING,interacts_with,,,
,,,,,,,,,,,27130,22504,interacts_with,0.714,STRING,interacts_with,,,
,,,,,,,,,,,27130,22504,interacts_with,0.715,STRING,interacts_with,,,
,,,,,,,,,,,27130,22504,interacts_with,0.549,STRING,interacts_with,,,
,,,,,,,,,,,27130,22504,interacts_with,0.423,STRING,interacts_with,,,
,,,,,,,,,,,27130,22504,interacts_with,0.456,STRING,interacts_with,,,
,,,,,,,,,,,27130,22504,interacts_with,0.652,STRING,interacts_with,,,
,,,,,,,,,,,27130,24434,interacts_with,0.517,STRING,interacts_with,,,
,,,,,,,,,,,27130,24434,interacts_with,0.525,STRING,interacts_with,,,
,,,,,,,,,,,27130,24434,interacts_with,0.472,STRING,interacts_with,,,
,,,,,,,,,,,27130,22071,interacts_with,0.46,STRING,interacts_with,,,
,,,,,,,,,,,27130,25891,interacts_with,0.793,STRING,interacts_with,,,
,,,,,,,,,,,27130,25891,interacts_with,0.529,STRING,interacts_with,,,
,,,,,,,,,,,27130,25891,interacts_with,0.499,STRING,interacts_with,,,
,,,,,,,,,,,27130,25891,interacts_with,0.572,STRING,interacts_with,,,
,,,,,,,,,,,27130,25891,interacts_with,0.616,STRING,interacts_with,,,
,,,,,,,,,,,27130,25999,interacts_with,0.435,STRING,interacts_with,,,
,,,,,,,,,,,27130,25999,interacts_with,0.401,STRING,interacts_with,,,
,,,,,,,,,,,27130,25999,interacts_with,0.536,STRING,interacts_with,,,
,,,,,,,,,,,27130,25999,interacts_with,0.528,STRING,interacts_with,,,
,,,,,,,,,,,27130,25999,interacts_with,0.936,STRING,interacts_with,,,
,,,,,,,,,,,27130,25999,interacts_with,0.958,STRING,interacts_with,,,
,,,,,,,,,,,27130,26715,interacts_with,0.573,STRING,interacts_with,,,
,,,,,,,,,,,27130,26715,interacts_with,0.587,STRING,interacts_with,,,
,,,,,,,,,,,27130,23358,interacts_with,0.478,STRING,interacts_with,,,
,,,,,,,,,,,27130,21577,interacts_with,0.476,STRING,interacts_with,,,
,,,,,,,,,,,27130,14968,interacts_with,0.999,STRING,interacts_with,,,
,,,,,,,,,,,27130,14968,interacts_with,0.826,STRING,interacts_with,,,
,,,,,,,,,,,27130,14968,interacts_with,0.421,STRING,interacts_with,,,
,,,,,,,,,,,27130,19693,interacts_with,0.494,STRING,interacts_with,,,
,,,,,,,,,,,27130,19693,interacts_with,0.568,STRING,interacts_with,,,
,,,,,,,,,,,27130,19693,interacts_with,0.616,STRING,interacts_with,,,
,,,,,,,,,,,27130,19693,interacts_with,0.486,STRING,interacts_with,,,
,,,,,,,,,,,27130,22307,interacts_with,0.552,STRING,interacts_with,,,
,,,,,,,,,,,27130,23216,interacts_with,0.428,STRING,interacts_with,,,
,,,,,,,,,,,27130,23216,interacts_with,0.407,STRING,interacts_with,,,
