node	type
CHEMBL:CHEMBL1201515	drug
pubchem.compound:148197	drug
pubchem.compound:10472693	drug
CHEMBL:CHEMBL1201833	drug
pubchem.compound:60854	drug
pubchem.compound:62923	drug
pubchem.compound:11477084	drug
pubchem.compound:4192	drug
pubchem.compound:5353622	drug
pubchem.compound:23706212	drug
pubchem.compound:50922675	drug
pubchem.compound:2216	drug
pubchem.compound:2333	drug
pubchem.compound:68727	drug
pubchem.compound:3779	drug
pubchem.compound:9870652	drug
pubchem.compound:86290953	drug
CHEMBL:CHEMBL1742999	drug
pubchem.compound:9867812	drug
pubchem.compound:4116	drug
pubchem.compound:5745	drug
pubchem.compound:4474	drug
pubchem.compound:30323	drug
pubchem.compound:445643	drug
pubchem.compound:11237762	drug
pubchem.compound:11534420	drug
pubchem.compound:135413536	drug
pubchem.compound:135565923	drug
pubchem.compound:16133812	drug
pubchem.compound:5311221	drug
pubchem.compound:123631	drug
pubchem.compound:2092	drug
CHEMBL:CHEMBL1743048	drug
pubchem.compound:54575456	drug
CHEMBL:CHEMBL4297829	drug
CHEMBL:CHEMBL4297789	drug
pubchem.compound:5330286	drug
pubchem.compound:6323266	drug
pubchem.compound:446220	drug
pubchem.compound:25126798	drug
CHEMBL:CHEMBL2107881	drug
CHEMBL:CHEMBL1201631	drug
pubchem.compound:51634	drug
pubchem.compound:4927	drug
pubchem.compound:145948323	drug
pubchem.compound:65157	drug
pubchem.compound:24745335	drug
pubchem.compound:67171867	drug
pubchem.compound:124081865	drug
pubchem.compound:56959	drug
pubchem.compound:8730	drug
pubchem.compound:23634441	drug
CHEMBL:CHEMBL4594338	drug
CHEMBL:CHEMBL4297566	drug
CHEMBL:CHEMBL2108426	drug
pubchem.compound:25253377	drug
pubchem.compound:2267	drug
pubchem.compound:108000	drug
pubchem.compound:135398510	drug
CHEMBL:CHEMBL2109330	drug
pubchem.compound:11431811	drug
CHEMBL:CHEMBL2109465	drug
pubchem.compound:11338033	drug
CHEMBL:CHEMBL2109379	drug
pubchem.compound:5284549	drug
pubchem.compound:16231	drug
pubchem.compound:24847757	drug
pubchem.compound:44564108	drug
pubchem.compound:16004692	drug
CHEMBL:CHEMBL4297949	drug
pubchem.compound:16738693	drug
pubchem.compound:66124	drug
pubchem.compound:51349053	drug
pubchem.compound:5656	drug
pubchem.compound:2583	drug
CHEMBL:CHEMBL4650469	drug
pubchem.compound:181458	drug
CHEMBL:CHEMBL2109204	drug
CHEMBL:CHEMBL1201821	drug
CHEMBL:CHEMBL1201575	drug
pubchem.compound:5310966	drug
pubchem.compound:3117	drug
pubchem.compound:5253	drug
pubchem.compound:9903970	drug
CHEMBL:CHEMBL3301583	drug
pubchem.compound:3749	drug
CHEMBL:CHEMBL595	drug
CHEMBL:CHEMBL1201467	drug
pubchem.compound:9848990	drug
pubchem.compound:208898	drug
CHEMBL:CHEMBL4297711	drug
pubchem.compound:4178	drug
pubchem.compound:16048656	drug
pubchem.compound:6918296	drug
CHEMBL:CHEMBL3301589	drug
pubchem.compound:2585	drug
pubchem.compound:37542	drug
pubchem.compound:59227	drug
pubchem.compound:6918554	drug
pubchem.compound:667550	drug
pubchem.compound:82148	drug
pubchem.compound:68740	drug
pubchem.compound:26133	drug
CHEMBL:CHEMBL5314551	drug
pubchem.compound:36708	drug
CHEMBL:CHEMBL3301587	drug
pubchem.compound:169870	drug
pubchem.compound:44482554	drug
pubchem.compound:89683805	drug
pubchem.compound:51763	drug
pubchem.compound:71186236	drug
pubchem.compound:5245	drug
pubchem.compound:148196	drug
pubchem.compound:636362	drug
pubchem.compound:13559281	drug
CHEMBL:CHEMBL5315115	drug
pubchem.compound:62884	drug
pubchem.compound:156419	drug
pubchem.compound:34359	drug
pubchem.compound:11529527	drug
CHEMBL:CHEMBL2108730	drug
pubchem.compound:5312125	drug
pubchem.compound:2754	drug
pubchem.compound:5280360	drug
pubchem.compound:107952	drug
CHEMBL:CHEMBL4594511	drug
pubchem.compound:11285792	drug
pubchem.compound:3339	drug
pubchem.compound:16129706	drug
pubchem.compound:23725423	drug
CHEMBL:CHEMBL2108611	drug
pubchem.compound:16219577	drug
pubchem.compound:60961	drug
pubchem.compound:11372270	drug
pubchem.compound:36462	drug
pubchem.compound:179344	drug
pubchem.compound:3157	drug
pubchem.compound:25145656	drug
pubchem.compound:16052011	drug
pubchem.compound:135564985	drug
pubchem.compound:49836020	drug
pubchem.compound:11622909	drug
pubchem.compound:71226662	drug
pubchem.compound:4890	drug
pubchem.compound:2732	drug
pubchem.compound:32169	drug
pubchem.compound:63009	drug
pubchem.compound:9871419	drug
pubchem.compound:10288191	drug
CHEMBL:CHEMBL2364648	drug
pubchem.compound:9794485	drug
CHEMBL:CHEMBL2108589	drug
CHEMBL:CHEMBL4297715	drug
pubchem.compound:5775	drug
pubchem.compound:54687	drug
pubchem.compound:5807	drug
CHEMBL:CHEMBL3990016	drug
pubchem.compound:5282452	drug
pubchem.compound:5284570	drug
pubchem.compound:5359318	drug
pubchem.compound:13810	drug
pubchem.compound:166625231	drug
pubchem.compound:124087	drug
pubchem.compound:11677589	drug
CHEMBL:CHEMBL4298176	drug
pubchem.compound:135413538	drug
pubchem.compound:4037	drug
pubchem.compound:4893	drug
pubchem.compound:119570	drug
pubchem.compound:4543	drug
pubchem.compound:39765	drug
CHEMBL:CHEMBL1201716	drug
pubchem.compound:5826	drug
pubchem.compound:27661	drug
pubchem.compound:129228	drug
pubchem.compound:13620391	drug
pubchem.compound:11125	drug
pubchem.compound:10280735	drug
pubchem.compound:157313	drug
pubchem.compound:3111	drug
pubchem.compound:54767229	drug
pubchem.compound:43032	drug
CHEMBL:CHEMBL1201439	drug
pubchem.compound:4595	drug
pubchem.compound:5994	drug
pubchem.compound:2554	drug
pubchem.compound:3878	drug
CHEMBL:CHEMBL1201580	drug
pubchem.compound:60560	drug
pubchem.compound:43815	drug
CHEMBL:CHEMBL4297537	drug
CHEMBL:CHEMBL4298086	drug
CHEMBL:CHEMBL4298089	drug
pubchem.compound:3827	drug
pubchem.compound:54677470	drug
pubchem.compound:44205240	drug
pubchem.compound:56801	drug
pubchem.compound:11625818	drug
pubchem.compound:4212	drug
pubchem.compound:11591741	drug
pubchem.compound:11557040	drug
pubchem.compound:5741	drug
pubchem.compound:6041	drug
pubchem.compound:5386	drug
pubchem.compound:24987688	drug
pubchem.compound:5284472	drug
pubchem.compound:21826	drug
pubchem.compound:104850	drug
pubchem.compound:47576	drug
pubchem.compound:153994	drug
pubchem.compound:104741	drug
pubchem.compound:9294	drug
CHEMBL:CHEMBL2109636	drug
CHEMBL:CHEMBL1201610	drug
CHEMBL:CHEMBL1201834	drug
CHEMBL:CHEMBL1201572	drug
pubchem.compound:10257882	drug
pubchem.compound:2375	drug
pubchem.compound:6834	drug
pubchem.compound:53241147	drug
CHEMBL:CHEMBL4594385	drug
pubchem.compound:5327686	drug
pubchem.compound:2157	drug
pubchem.compound:67330085	drug
pubchem.compound:3394	drug
CHEMBL:CHEMBL2109128	drug
pubchem.compound:6433095	drug
pubchem.compound:90409366	drug
pubchem.compound:5281004	drug
pubchem.compound:208908	drug
pubchem.compound:160355	drug
pubchem.compound:443967	drug
CHEMBL:CHEMBL2108345	drug
pubchem.compound:2187	drug
CHEMBL:CHEMBL1201550	drug
pubchem.compound:43157	drug
pubchem.compound:6230	drug
CHEMBL:CHEMBL3039547	drug
pubchem.compound:9829523	drug
pubchem.compound:62887	drug
pubchem.compound:16130957	drug
CHEMBL:CHEMBL4297722	drug
CHEMBL:CHEMBL4297744	drug
pubchem.compound:71228883	drug
pubchem.compound:5362129	drug
CHEMBL:CHEMBL1742992	drug
CHEMBL:CHEMBL2109103	drug
pubchem.compound:10311306	drug
CHEMBL:CHEMBL2108893	drug
pubchem.compound:45255840	drug
pubchem.compound:23649427	drug
pubchem.compound:60837	drug
pubchem.compound:5877	drug
pubchem.compound:14720269	drug
pubchem.compound:5002	drug
pubchem.compound:4485	drug
pubchem.compound:90410375	drug
pubchem.compound:11519070	drug
pubchem.compound:6509979	drug
CHEMBL:CHEMBL4297955	drug
pubchem.compound:9818306	drug
pubchem.compound:9831642	drug
pubchem.compound:5388962	drug
pubchem.compound:135565166	drug
pubchem.compound:9930049	drug
pubchem.compound:3052762	drug
pubchem.compound:65999	drug
CHEMBL:CHEMBL3707229	drug
pubchem.compound:3292	drug
pubchem.compound:6883	drug
pubchem.compound:23680530	drug
pubchem.compound:25127112	drug
pubchem.compound:6436	drug
pubchem.compound:9919001	drug
pubchem.compound:9810532	drug
pubchem.compound:71717200	drug
pubchem.compound:13109	drug
pubchem.compound:5361918	drug
pubchem.compound:6918173	drug
CHEMBL:CHEMBL2108723	drug
pubchem.compound:6917964	drug
pubchem.compound:6450551	drug
pubchem.compound:11683556	drug
pubchem.compound:6917715	drug
pubchem.compound:5039	drug
pubchem.compound:6014	drug
pubchem.compound:6604100	drug
pubchem.compound:11640390	drug
pubchem.compound:636380	drug
pubchem.compound:9920716	drug
pubchem.compound:6253	drug
pubchem.compound:2381	drug
CHEMBL:CHEMBL289228	drug
pubchem.compound:5282381	drug
CHEMBL:CHEMBL1201593	drug
pubchem.compound:5282226	drug
pubchem.compound:90420193	drug
CHEMBL:CHEMBL1201421	drug
pubchem.compound:392622	drug
pubchem.compound:4917	drug
pubchem.compound:25151504	drug
pubchem.compound:1727	drug
CHEMBL:CHEMBL3833384	drug
pubchem.compound:3652	drug
CHEMBL:CHEMBL3707328	drug
pubchem.compound:135398512	drug
pubchem.compound:25102847	drug
pubchem.compound:4943	drug
pubchem.compound:3333	drug
CHEMBL:CHEMBL4298055	drug
CHEMBL:CHEMBL1201419	drug
pubchem.compound:155434	drug
pubchem.compound:216237	drug
pubchem.compound:24958200	drug
CHEMBL:CHEMBL3833320	drug
CHEMBL:CHEMBL2108078	drug
pubchem.compound:5210	drug
pubchem.compound:44480399	drug
pubchem.compound:67479909	drug
pubchem.compound:67454400	drug
pubchem.compound:6918011	drug
pubchem.compound:18340	drug
CHEMBL:CHEMBL3707227	drug
pubchem.compound:11250647	drug
pubchem.compound:176870	drug
CHEMBL:CHEMBL1201576	drug
pubchem.compound:5282181	drug
CHEMBL:CHEMBL2095222	drug
pubchem.compound:2724118	drug
pubchem.compound:4436	drug
pubchem.compound:681	drug
CHEMBL:CHEMBL4297809	drug
pubchem.compound:11707110	drug
CHEMBL:CHEMBL2109171	drug
CHEMBL:CHEMBL4650518	drug
CHEMBL:CHEMBL2108034	drug
pubchem.compound:23582846	drug
pubchem.compound:64150	drug
pubchem.compound:64929	drug
pubchem.compound:4020	drug
pubchem.compound:219024	drug
pubchem.compound:46216796	drug
CHEMBL:CHEMBL3137343	drug
pubchem.compound:23663870	drug
pubchem.compound:5709	drug
CHEMBL:CHEMBL4297819	drug
pubchem.compound:175805	drug
pubchem.compound:11626560	drug
CHEMBL:CHEMBL2109573	drug
pubchem.compound:135413523	drug
pubchem.compound:134780	drug
pubchem.compound:4601	drug
CHEMBL:CHEMBL2364655	drug
pubchem.compound:6918837	drug
pubchem.compound:443939	drug
pubchem.compound:9868491	drug
pubchem.compound:4168	drug
pubchem.compound:135413539	drug
pubchem.compound:3397	drug
pubchem.compound:68289010	drug
CHEMBL:CHEMBL3707277	drug
pubchem.compound:185460	drug
pubchem.compound:3105	drug
pubchem.compound:47811	drug
pubchem.compound:134823897	drug
pubchem.compound:171359947	drug
CHEMBL:CHEMBL121	drug
pubchem.compound:5819	drug
pubchem.compound:4922	drug
pubchem.compound:4740	drug
CHEMBL:CHEMBL4650509	drug
pubchem.compound:9854073	drug
pubchem.compound:60853	drug
pubchem.compound:5095	drug
pubchem.compound:3152	drug
pubchem.compound:182137	drug
pubchem.compound:8514	drug
pubchem.compound:5362119	drug
pubchem.compound:2723601	drug
pubchem.compound:9971980	drug
pubchem.compound:1775	drug
pubchem.compound:16204922	drug
pubchem.compound:46224413	drug
pubchem.compound:129211	drug
pubchem.compound:5452	drug
pubchem.compound:9811834	drug
pubchem.compound:16203739	drug
CHEMBL:CHEMBL1201560	drug
pubchem.compound:5311128	drug
pubchem.compound:176871	drug
pubchem.compound:9651	drug
pubchem.compound:67517580	drug
pubchem.compound:4054	drug
pubchem.compound:23663956	drug
CHEMBL:CHEMBL3544910	drug
pubchem.compound:60753	drug
pubchem.compound:62770	drug
pubchem.compound:154101	drug
pubchem.compound:71384	drug
pubchem.compound:71731823	drug
pubchem.compound:54676537	drug
CHEMBL:CHEMBL1201670	drug
pubchem.compound:24970412	drug
CHEMBL:CHEMBL2109092	drug
pubchem.compound:11256664	drug
CHEMBL:CHEMBL2108666	drug
CHEMBL:CHEMBL4298092	drug
pubchem.compound:444795	drug
pubchem.compound:5311497	drug
pubchem.compound:135565884	drug
pubchem.compound:49867930	drug
pubchem.compound:4236	drug
pubchem.compound:92253	drug
pubchem.compound:2720	drug
pubchem.compound:6918638	drug
pubchem.compound:135449327	drug
CHEMBL:CHEMBL3990011	drug
pubchem.compound:5757	drug
pubchem.compound:5282409	drug
pubchem.compound:57363	drug
pubchem.compound:11949652	drug
pubchem.compound:4636	drug
pubchem.compound:72941992	drug
CHEMBL:CHEMBL3301574	drug
pubchem.compound:2162	drug
pubchem.compound:54678486	drug
pubchem.compound:94328	drug
pubchem.compound:6741	drug
pubchem.compound:2153	drug
pubchem.compound:564	drug
pubchem.compound:9051	drug
pubchem.compound:16134956	drug
pubchem.compound:119182	drug
pubchem.compound:5381	drug
pubchem.compound:71496458	drug
CHEMBL:CHEMBL1201414	drug
pubchem.compound:3002977	drug
pubchem.compound:25141092	drug
CHEMBL:CHEMBL4650299	drug
CHEMBL:CHEMBL3989986	drug
pubchem.compound:25267009	drug
pubchem.compound:4499	drug
CHEMBL:CHEMBL5315048	drug
pubchem.compound:337359	drug
pubchem.compound:6321225	drug
pubchem.compound:15981397	drug
CHEMBL:CHEMBL4298084	drug
pubchem.compound:2160	drug
CHEMBL:CHEMBL5095303	drug
CHEMBL:CHEMBL1201607	drug
pubchem.compound:1549120	drug
pubchem.compound:3958	drug
pubchem.compound:6439522	drug
pubchem.compound:71009737	drug
pubchem.compound:50905713	drug
pubchem.compound:9578572	drug
pubchem.compound:5018304	drug
pubchem.compound:44631912	drug
pubchem.compound:134129852	drug
pubchem.compound:91667513	drug
pubchem.compound:55182	drug
pubchem.compound:64737	drug
pubchem.compound:6445540	drug
pubchem.compound:2540	drug
pubchem.compound:16102897	drug
CHEMBL:CHEMBL4297843	drug
pubchem.compound:71158	drug
pubchem.compound:657180	drug
CHEMBL:CHEMBL1743037	drug
CHEMBL:CHEMBL1201460	drug
CHEMBL:CHEMBL2109430	drug
pubchem.compound:91430	drug
pubchem.compound:5920	drug
pubchem.compound:13770	drug
pubchem.compound:2405	drug
pubchem.compound:65326	drug
pubchem.compound:4999	drug
pubchem.compound:44591583	drug
pubchem.compound:117947097	drug
CHEMBL:CHEMBL2108350	drug
pubchem.compound:53486179	drug
CHEMBL:CHEMBL191	drug
pubchem.compound:5732	drug
pubchem.compound:5284443	drug
pubchem.compound:5284441	drug
pubchem.compound:4095	drug
pubchem.compound:517326	drug
pubchem.compound:3440	drug
pubchem.compound:5833	drug
pubchem.compound:5282440	drug
pubchem.compound:71269142	drug
pubchem.compound:449171	drug
CHEMBL:CHEMBL2108429	drug
CHEMBL:CHEMBL1201668	drug
pubchem.compound:68540	drug
pubchem.compound:46184405	drug
pubchem.compound:60749	drug
pubchem.compound:122197536	drug
pubchem.compound:16725726	drug
pubchem.compound:90467234	drug
pubchem.compound:10158453	drug
pubchem.compound:5324346	drug
pubchem.compound:166625218	drug
CHEMBL:CHEMBL4650476	drug
pubchem.compound:10836	drug
CHEMBL:CHEMBL2109482	drug
pubchem.compound:38945	drug
pubchem.compound:71301	drug
CHEMBL:CHEMBL1428	drug
pubchem.compound:11236066	drug
pubchem.compound:7028	drug
pubchem.compound:135409453	drug
pubchem.compound:657298	drug
pubchem.compound:84003	drug
pubchem.compound:132999	drug
pubchem.compound:62978	drug
pubchem.compound:44516822	drug
pubchem.compound:47909	drug
pubchem.compound:60165029	drug
pubchem.compound:5906	drug
pubchem.compound:11154555	drug
pubchem.compound:23681059	drug
CHEMBL:CHEMBL3707326	drug
pubchem.compound:441074	drug
pubchem.compound:24889392	drug
pubchem.compound:4091	drug
pubchem.compound:2471	drug
pubchem.compound:62969	drug
pubchem.compound:9933004	drug
pubchem.compound:60846	drug
CHEMBL:CHEMBL1201605	drug
pubchem.compound:135410875	drug
pubchem.compound:164522	drug
pubchem.compound:44126305	drug
pubchem.compound:3005573	drug
pubchem.compound:42611257	drug
pubchem.compound:6918305	drug
pubchem.compound:9852746	drug
pubchem.compound:60734	drug
pubchem.compound:92722	drug
CHEMBL:CHEMBL1743034	drug
pubchem.compound:5283731	drug
pubchem.compound:9853053	drug
pubchem.compound:57389999	drug
pubchem.compound:64648	drug
pubchem.compound:248	drug
pubchem.compound:3883	drug
pubchem.compound:86294127	drug
pubchem.compound:68029831	drug
pubchem.compound:82153	drug
pubchem.compound:261004	drug
CHEMBL:CHEMBL1201830	drug
pubchem.compound:5288783	drug
pubchem.compound:9887712	drug
pubchem.compound:31101	drug
pubchem.compound:41114	drug
CHEMBL:CHEMBL4594505	drug
CHEMBL:CHEMBL1743029	drug
pubchem.compound:5311067	drug
pubchem.compound:5834	drug
pubchem.compound:46189893	drug
pubchem.compound:2520	drug
pubchem.compound:406563	drug
pubchem.compound:6047	drug
pubchem.compound:107969	drug
pubchem.compound:5281078	drug
pubchem.compound:9444	drug
pubchem.compound:3000322	drug
pubchem.compound:5284583	drug
CHEMBL:CHEMBL1201565	drug
pubchem.compound:5160	drug
pubchem.compound:71481097	drug
pubchem.compound:4810	drug
pubchem.compound:9800068	drug
CHEMBL:CHEMBL1201570	drug
pubchem.compound:44251769	drug
pubchem.compound:60974	drug
pubchem.compound:16222096	drug
pubchem.compound:2803	drug
pubchem.compound:89594	drug
pubchem.compound:117761397	drug
pubchem.compound:46188928	drug
pubchem.compound:189821	drug
pubchem.compound:9578005	drug
pubchem.compound:54746	drug
pubchem.compound:3114	drug
pubchem.compound:6918092	drug
pubchem.compound:18343	drug
pubchem.compound:444036	drug
pubchem.compound:9838021	drug
pubchem.compound:3676	drug
CHEMBL:CHEMBL1201836	drug
CHEMBL:CHEMBL4650398	drug
pubchem.compound:54671203	drug
CHEMBL:CHEMBL2108185	drug
pubchem.compound:10096344	drug
pubchem.compound:16214875	drug
pubchem.compound:60953	drug
pubchem.compound:9931954	drug
pubchem.compound:3052776	drug
pubchem.compound:24828759	drug
pubchem.compound:5493444	drug
pubchem.compound:62937	drug
pubchem.compound:5909	drug
CHEMBL:CHEMBL4298037	drug
pubchem.compound:62857	drug
pubchem.compound:32170	drug
pubchem.compound:59634741	drug
pubchem.compound:4369359	drug
pubchem.compound:9831643	drug
pubchem.compound:39186	drug
pubchem.compound:3902	drug
pubchem.compound:46209133	drug
pubchem.compound:2564	drug
pubchem.compound:135398745	drug
pubchem.compound:11965427	drug
CHEMBL:CHEMBL2007641	drug
pubchem.compound:9854012	drug
pubchem.compound:60198	drug
pubchem.compound:16136245	drug
pubchem.compound:11980076	drug
CHEMBL:CHEMBL4298185	drug
pubchem.compound:5754	drug
pubchem.compound:135449332	drug
pubchem.compound:92337	drug
pubchem.compound:11519069	drug
CHEMBL:CHEMBL2108568	drug
pubchem.compound:9803828	drug
pubchem.compound:441336	drug
pubchem.compound:6918537	drug
pubchem.compound:11949646	drug
CHEMBL:CHEMBL1201420	drug
CHEMBL:CHEMBL2109321	drug
pubchem.compound:11528958	drug
CHEMBL:CHEMBL1201649	drug
pubchem.compound:1548953	drug
CHEMBL:CHEMBL4297830	drug
CHEMBL:CHEMBL1201539	drug
pubchem.compound:24775005	drug
pubchem.compound:11274333	drug
pubchem.compound:3019	drug
pubchem.compound:9966051	drug
pubchem.compound:3657	drug
pubchem.compound:443936	drug
CHEMBL:CHEMBL1201568	drug
pubchem.compound:3038525	drug
pubchem.compound:78131177	drug
CHEMBL:CHEMBL1743019	drug
pubchem.compound:104865	drug
CHEMBL:CHEMBL2108481	drug
pubchem.compound:5918	drug
pubchem.compound:60750	drug
pubchem.compound:11597698	drug
pubchem.compound:3168	drug
pubchem.compound:104769	drug
CHEMBL:CHEMBL3990033	drug
pubchem.compound:107970	drug
CHEMBL:CHEMBL4297240	drug
CHEMBL:CHEMBL4594573	drug
CHEMBL:CHEMBL3989987	drug
pubchem.compound:44462760	drug
pubchem.compound:66265	drug
pubchem.compound:9941444	drug
pubchem.compound:441290	drug
pubchem.compound:38101	drug
pubchem.compound:23666110	drug
pubchem.compound:60606	drug
pubchem.compound:16041424	drug
pubchem.compound:5311068	drug
pubchem.compound:4075	drug
pubchem.compound:5563	drug
pubchem.compound:23724914	drug
CHEMBL:CHEMBL1742996	drug
pubchem.compound:6279	drug
pubchem.compound:175804	drug
CHEMBL:CHEMBL3707324	drug
pubchem.compound:5280723	drug
CHEMBL:CHEMBL4297877	drug
pubchem.compound:12947	drug
pubchem.compound:91617630	drug
CHEMBL:CHEMBL3545262	drug
pubchem.compound:63002	drug
pubchem.compound:441347	drug
pubchem.compound:5391	drug
pubchem.compound:4211	drug
CHEMBL:CHEMBL4297840	drug
CHEMBL:CHEMBL2108581	drug
pubchem.compound:60852	drug
CHEMBL:CHEMBL2108955	drug
pubchem.compound:208902	drug
pubchem.compound:5755	drug
pubchem.compound:46207586	drug
pubchem.compound:9279	drug
pubchem.compound:2578	drug
pubchem.compound:9864881	drug
pubchem.compound:9865515	drug
pubchem.compound:71811910	drug
pubchem.compound:387447	drug
pubchem.compound:2351	drug
pubchem.compound:72734520	drug
pubchem.compound:5991	drug
pubchem.compound:2474	drug
pubchem.compound:30751	drug
pubchem.compound:6918558	drug
pubchem.compound:65264	drug
pubchem.compound:5281071	drug
CHEMBL:CHEMBL2108313	drug
CHEMBL:CHEMBL2109391	drug
pubchem.compound:62882	drug
CHEMBL:CHEMBL1201497	drug
CHEMBL:CHEMBL1201549	drug
CHEMBL:CHEMBL414357	drug
pubchem.compound:60699	drug
CHEMBL:CHEMBL3833342	drug
pubchem.compound:4616	drug
CHEMBL:CHEMBL2108791	drug
pubchem.compound:451668	drug
pubchem.compound:5352062	drug
pubchem.compound:5073	drug
pubchem.compound:60834	drug
pubchem.compound:9568614	drug
pubchem.compound:11219835	drug
pubchem.compound:25151352	drug
pubchem.compound:441345	drug
pubchem.compound:6451149	drug
pubchem.compound:23667619	drug
pubchem.compound:82146	drug
pubchem.compound:66259	drug
pubchem.compound:5359	drug
pubchem.compound:9782	drug
pubchem.compound:60490	drug
CHEMBL:CHEMBL5095052	drug
CHEMBL:CHEMBL4298124	drug
pubchem.compound:5284596	drug
CHEMBL:CHEMBL2107857	drug
pubchem.compound:71353	drug
pubchem.compound:60795	drug
pubchem.compound:130881	drug
pubchem.compound:3261	drug
pubchem.compound:135398737	drug
pubchem.compound:11685945	drug
pubchem.compound:400769	drug
pubchem.compound:9560989	drug
CHEMBL:CHEMBL4650514	drug
pubchem.compound:3559	drug
CHEMBL:CHEMBL3545412	drug
pubchem.compound:1549000	drug
pubchem.compound:33036	drug
pubchem.compound:359	drug
pubchem.compound:13290219	drug
pubchem.compound:3278	drug
CHEMBL:CHEMBL3544945	drug
pubchem.compound:16351	drug
CHEMBL:CHEMBL1201697	drug
pubchem.compound:5865	drug
pubchem.compound:25074470	drug
pubchem.compound:9808998	drug
CHEMBL:CHEMBL2108628	drug
pubchem.compound:5152	drug
pubchem.compound:135400189	drug
pubchem.compound:125017	drug
pubchem.compound:135413520	drug
pubchem.compound:3696	drug
pubchem.compound:644241	drug
pubchem.compound:5388983	drug
pubchem.compound:9886917	drug
pubchem.compound:166589	drug
pubchem.compound:11434515	drug
CHEMBL:CHEMBL1201584	drug
pubchem.compound:31307	drug
pubchem.compound:3016	drug
pubchem.compound:2519	drug
pubchem.compound:135398744	drug
pubchem.compound:60823	drug
pubchem.compound:9880	drug
pubchem.compound:118115473	drug
CHEMBL:CHEMBL4298209	drug
pubchem.compound:74763937	drug
pubchem.compound:5311181	drug
pubchem.compound:3100	drug
pubchem.compound:45101433	drug
pubchem.compound:667490	drug
pubchem.compound:2802	drug
CHEMBL:CHEMBL1201466	drug
CHEMBL:CHEMBL4297990	drug
pubchem.compound:2477	drug
pubchem.compound:5405	drug
CHEMBL:CHEMBL1201558	drug
pubchem.compound:23663991	drug
pubchem.compound:9911830	drug
pubchem.compound:3672	drug
CHEMBL:CHEMBL4297723	drug
CHEMBL:CHEMBL832	drug
pubchem.compound:4195	drug
pubchem.compound:3826	drug
pubchem.compound:5734	drug
pubchem.compound:3715	drug
pubchem.compound:11347535	drug
pubchem.compound:11285002	drug
CHEMBL:CHEMBL2108334	drug
CHEMBL:CHEMBL3545191	drug
CHEMBL:CHEMBL1201505	drug
pubchem.compound:44623998	drug
pubchem.compound:68210102	drug
pubchem.compound:146571	drug
CHEMBL:CHEMBL1201571	drug
CHEMBL:CHEMBL1237022	drug
pubchem.compound:124246	drug
pubchem.compound:23663403	drug
pubchem.compound:11329481	drug
pubchem.compound:68617	drug
pubchem.compound:1983	drug
pubchem.compound:5291	drug
pubchem.compound:657309	drug
pubchem.compound:5462351	drug
pubchem.compound:129269915	drug
CHEMBL:CHEMBL4650434	drug
pubchem.compound:446157	drug
pubchem.compound:5523	drug
pubchem.compound:25017411	drug
pubchem.compound:62886	drug
pubchem.compound:23663959	drug
pubchem.compound:148195	drug
pubchem.compound:5504	drug
pubchem.compound:86294073	drug
pubchem.compound:86764535	drug
pubchem.compound:4147757	drug
CHEMBL:CHEMBL1743068	drug
pubchem.compound:131679	drug
pubchem.compound:5284513	drug
CHEMBL:CHEMBL1201468	drug
pubchem.compound:6918132	drug
pubchem.compound:71577426	drug
pubchem.compound:135566083	drug
CHEMBL:CHEMBL4594341	drug
pubchem.compound:71184	drug
pubchem.compound:151075	drug
pubchem.compound:3549980	drug
pubchem.compound:58557659	drug
CHEMBL:CHEMBL3545386	drug
pubchem.compound:3038	drug
pubchem.compound:5284555	drug
pubchem.compound:11671467	drug
CHEMBL:CHEMBL1201828	drug
pubchem.compound:9581	drug
pubchem.compound:158781	drug
pubchem.compound:501391	drug
pubchem.compound:5281025	drug
pubchem.compound:121892	drug
pubchem.compound:5035	drug
CHEMBL:CHEMBL441738	drug
pubchem.compound:656665	drug
pubchem.compound:11561674	drug
CHEMBL:CHEMBL2108583	drug
pubchem.compound:5978	drug
CHEMBL:CHEMBL3408947	drug
pubchem.compound:123619	drug
pubchem.compound:4513	drug
pubchem.compound:72202474	drug
CHEMBL:CHEMBL2109072	drug
pubchem.compound:439260	drug
CHEMBL:CHEMBL4297750	drug
pubchem.compound:171359946	drug
pubchem.compound:657181	drug
pubchem.compound:5282379	drug
pubchem.compound:68873	drug
pubchem.compound:441358	drug
pubchem.compound:896	drug
pubchem.compound:3510	drug
pubchem.compound:11430856	drug
pubchem.compound:31401	drug
pubchem.compound:24965990	drug
pubchem.compound:21700	drug
pubchem.compound:5284512	drug
pubchem.compound:3156	drug
pubchem.compound:5280795	drug
pubchem.compound:66599893	drug
pubchem.compound:5462328	drug
CHEMBL:CHEMBL4594316	drug
pubchem.compound:5526	drug
pubchem.compound:4768	drug
pubchem.compound:3055	drug
pubchem.compound:5354	drug
CHEMBL:CHEMBL4297580	drug
pubchem.compound:3108	drug
CHEMBL:CHEMBL5314348	drug
pubchem.compound:452548	drug
CHEMBL:CHEMBL4297728	drug
pubchem.compound:441344	drug
pubchem.compound:25078429	drug
pubchem.compound:5360733	drug
pubchem.compound:46908928	drug
CHEMBL:CHEMBL1201476	drug
pubchem.compound:10184653	drug
pubchem.compound:156391	drug
CHEMBL:CHEMBL4594242	drug
pubchem.compound:4449	drug
