cid	chembl_id	smiles	InChI Key
151118	CHEMBL4297369	CC(=O)Nc1ccc(C(=O)NC(C)(C)C)cc1	DJKNRCWSXSZACF-UHFFFAOYSA-N
37147	CHEMBL2105082	CC(C)(CO)CCCCCCC(C)(C)CO	DJKWDKJYFYUEBQ-UHFFFAOYSA-N
91623360	CHEMBL3798846	CN1CCN(c2ccc(-c3cccc(CN4CCOCC4)c3)cc2NC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1	DJOVLOYCGXNVPI-UHFFFAOYSA-N
5310993	CHEMBL345714	Cc1cnc(C(=O)O)c[n+]1[O-]	DJQOOSBJCLSSEY-UHFFFAOYSA-N
107771	CHEMBL35228	COc1ccc2nc3cc(Cl)ccc3c(Nc3cc(CN4CCCC4)c(O)c(CN4CCCC4)c3)c2n1	DJUFPMUQJKWIJB-UHFFFAOYSA-N
5265	CHEMBL267930	O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1	DKGZKTPJOSAWFA-UHFFFAOYSA-N
5282367	CHEMBL259223	CC1=C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(=O)c2ccccc2C1=O	DKHGMERMDICWDU-GHDNBGIDSA-N
10770	CHEMBL1197	CC(CNC1CCCCC1)OC(=O)c1ccccc1	DKLKMKYDWHYZTD-UHFFFAOYSA-N
23727689	CHEMBL455136	CNC(=O)[C@@H](c1ccccc1)N1CCc2cc(OC)c(OC)cc2[C@@H]1CCc1ccc(C(F)(F)F)cc1	DKMACHNQISHMDN-RPLLCQBOSA-N
15387	CHEMBL1531134	CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1	DKMFBWQBDIGMHM-UHFFFAOYSA-N
56846693	CHEMBL2029988	COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC	DKNUPRMJNUQNHR-UHFFFAOYSA-N
2130	CHEMBL660	NC12CC3CC(CC(C3)C1)C2	DKNWSYNQZKUICI-UHFFFAOYSA-N
11249932	CHEMBL408963	Cc1ccc(CCCO)c(NCc2ccc3nc(NCCCN4CCOCC4)n(Cc4nc(C)ccc4O)c3c2)c1	DKORMNNYNRPTBJ-UHFFFAOYSA-N
9967941	CHEMBL401570	Cc1cccc(-c2nc(C(C)(C)C)[nH]c2-c2ccc3nccnc3c2)n1	DKPQHFZUICCZHF-UHFFFAOYSA-N
25099191	CHEMBL2165326	NS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1	DKULOVKANLVDEA-UHFFFAOYSA-N
11715767	CHEMBL225519	O=C1NCCc2[nH]c(-c3ccncc3)cc21	DKXHSOUZPMHNIZ-UHFFFAOYSA-N
3825	CHEMBL571	CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1	DKYWVDODHFEZIM-UHFFFAOYSA-N
135398499	CHEMBL3688339	CC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1	DKZYXHCYPUVGAF-JCNLHEQBSA-N
20916937	CHEMBL4303625	Cc1ccc(S(=O)(=O)Cc2nc(-c3ccc(C(=O)NCc4cccnc4)cc3)oc2C)cc1	DLFCEZOMHBPDGI-UHFFFAOYSA-N
7271796	CHEMBL399251	N[C@H](CSC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)O	DLMYFMLKORXJPO-HXUWFJFHSA-N
26934	CHEMBL2092846	C[C@@H](N)[C@@H](O)c1ccccc1	DLNKOYKMWOXYQA-VXNVDRBHSA-N
3647	CHEMBL1763	NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O	DMDGGSIALPNSEE-UHFFFAOYSA-N
90642938	CHEMBL4072005	O=C(NCC(=O)N1CCCC1)Nc1ccc2cnccc2c1	DMIDPTCQPIJYFE-UHFFFAOYSA-N
13504356	CHEMBL383191	C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12	DMJNNHOOLUXYBV-JSEGGCCYSA-N
444025	CHEMBL1200865	CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C	DMKSVUSAATWOCU-HROMYWEYSA-N
11754511	CHEMBL3916849	O=C(Nc1cccc(Nc2ncc(Br)c(NCCc3cnc[nH]3)n2)c1)N1CCCC1	DMMILYKXNCVKOJ-UHFFFAOYSA-N
66553195	CHEMBL2443262	COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1	DMNOVGJWPASQDL-OAQYLSRUSA-N
5282169	CHEMBL444963	CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC	DMUAPQTXSSNEDD-QALJCMCCSA-N
1474853	CHEMBL97771	COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC	DMWVGXGXHPOEPT-UHFFFAOYSA-N
9954083	CHEMBL365141	CCN(CC)CCO[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1	DMZCCFMMPHJWQY-BKWLFHPQSA-N
168312468		CCC[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)CCC(=O)[O-])[C@H]12	DNHCHRGCTVRAFT-JEHIOXJOSA-M
108052	CHEMBL1407645	C[C@@]12CCc3occc3[C@H]1CC[C@@]13C[C@@H](CC[C@H]12)[C@@](O)(CO)C3	DNJVYWXIDISQRD-HWUKTEKMSA-N
644213	CHEMBL375270	O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl	DNTSIBUQMRRYIU-UHFFFAOYSA-N
11570626	CHEMBL1933349	COc1ccc2cc(-c3cc(-c4cc(Cl)cc(Cl)c4)nn3[C@@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)ccc2c1	DNTVJEMGHBIUMW-IBGZPJMESA-N
3645619	CHEMBL45244	Cc1cccc(C(=O)NCN2CCN(c3ccccc3C#N)CC2)c1	DNULYRGWTFLJQL-UHFFFAOYSA-N
444679	CHEMBL1232562	CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	DNVPQKQSNYMLRS-APGDWVJJSA-N
8609	CHEMBL1200868	Nc1ccc(C(=O)Oc2ccccc2)c(O)c1	DNVVZWSVACQWJE-UHFFFAOYSA-N
46907787	CHEMBL1957266	Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2	DNVXATUJJDPFDM-KRWDZBQOSA-N
11232124	CHEMBL98869	N[C@@H](CCNCc1ccc(Cl)cc1)C(=O)N1CCCCC1	DNVZYSMOLXCOLY-HNNXBMFYSA-N
6710658	CHEMBL32152	C[C@]12CCC3c4ccc(O)cc4CCC3C1CCC2=O	DNXHEGUUPJUMQT-GUZDXLFXSA-N
49867929	CHEMBL1801932	CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12	DNYBIOICMDTDAP-UHFFFAOYSA-N
171350591	CHEMBL5308468	CNC[C@@H]1CC[C@@H](N)[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1	DNYGXMICFMACRA-QQGCHOBISA-N
46209426	CHEMBL3184878	O=C(NCc1ccccc1)c1csc(Nc2ccncn2)n1	DOBKQCZBPPCLEG-UHFFFAOYSA-N
54676038	CHEMBL1466	O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O	DOBMPNYZJYQDGZ-UHFFFAOYSA-N
11618268	CHEMBL4303323	C[C@H](Nc1ncnc2[nH]cnc12)c1nc2ccc(F)cc2c(=O)n1-c1ccccc1	DOCINCLJNAXZQF-LBPRGKRZSA-N
5353431	CHEMBL403183	Cc1ccc(S(=O)(=O)/C=C/C#N)cc1	DOEWDSDBFRHVAP-KRXBUXKQSA-N
5702072	CHEMBL3039315	CCCCCC(=O)O[C@]1(C(C)=O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]21C	DOMWKUIIPQCAJU-JKPPDDDBSA-N
1549008	CHEMBL822	CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12	DOMXUEMWDBAQBQ-WEVVVXLNSA-N
46700756	CHEMBL3544911	COc1cccc(OCCCN)c1-c1cc(Nc2cnc(C#N)cn2)n[nH]1	DOTGPNHGTYJDEP-UHFFFAOYSA-N
5281792	CHEMBL324842	O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O	DOUMFZQKYFQNTF-WUTVXBCWSA-N
57469	CHEMBL1282	CC(C)Cn1cnc2c(N)nc3ccccc3c21	DOUYETYNHWVLEO-UHFFFAOYSA-N
52670832	CHEMBL3787231	CCc1c(C(=O)Nc2cc(S(=O)(=O)N(CC)CC)ccc2O)[nH]c(C)c1C(C)=O	DPBKLIVPNYGQQG-UHFFFAOYSA-N
6419753	CHEMBL410456	NC(=O)c1ccc(-c2nc(-c3ccc4c(c3)OCCO4)c(-c3ccccn3)[nH]2)cc1	DPDZHVCKYBCJHW-UHFFFAOYSA-N
6604872	CHEMBL86313	C[C@@H](NCc1cc(Br)cc2[nH]c(=O)c(=O)[nH]c12)P(=O)(O)O	DPFHVUSPVHRVFL-YFKPBYRVSA-N
164013	CHEMBL25195	Cn1c(-c2ccccc2)nnc1S(C)(=O)=O	DPGDRICHXKQXEN-UHFFFAOYSA-N
10331844	CHEMBL64130	CC(=O)c1cc2c(o1)C(=O)c1ccccc1C2=O	DPHUWDIXHNQOSY-UHFFFAOYSA-N
72551585		CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccc(N3CCN(C(C)C)CC3)nc2)cc2c1cnn2C(C)C	DPJNKUOXBZSZAI-UHFFFAOYSA-N
72199292	CHEMBL3334621	CC(C)(C#N)c1ccc(N2C(=O)OCc3cnc4ccc(-c5cnc6ccccc6c5)cc4c32)cc1	DPLMXAYKJZOTKO-UHFFFAOYSA-N
60714		CC(O)CN1CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC1.[Gd+3]	DPNNNPAKRZOSMO-UHFFFAOYSA-K
3374	CHEMBL370252	CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23	DPSPPJIUMHPXMA-UHFFFAOYSA-N
10389639	CHEMBL3786184	CC1(C)CCC(C)(C)c2cc(C3(c4ccc5cc(C(=O)O)ccc5c4)SCCS3)ccc21	DPVGXUNWCVEIGT-UHFFFAOYSA-N
4688	CHEMBL673	C#CCN(C)Cc1ccccc1	DPWPWRLQFGFJFI-UHFFFAOYSA-N
24905400	CHEMBL469169	CNC(=O)c1cccc(NC(=O)N2CCC(Oc3ccccc3Cl)CC2)c1	DPYTYQFYDLYWHZ-UHFFFAOYSA-N
5702239		O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4C2(CCN3CC2CC2)[C@H]1O5	DQCKKXVULJGBQN-PODIIYFMSA-N
54680692	CHEMBL16694	CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O	DQDAYGNAKTZFIW-UHFFFAOYSA-N
4886	CHEMBL1198	CCCCOc1ccc(OCCCN2CCOCC2)cc1	DQKXQSGTHWVTAD-UHFFFAOYSA-N
4909	CHEMBL856	CCC1(c2ccccc2)C(=O)NCNC1=O	DQMZLTXERSFNPB-UHFFFAOYSA-N
23636017	CHEMBL237645	CC(C)C(=O)SCCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)NC12CC3CC(CC(C3)C1)C2	DQZMLPMCOMRJOR-MOVGKWKRSA-N
2733484	CHEMBL391997	Oc1cc2c(cc1O)CN(C(=S)NCCc1ccc(Cl)cc1)CCC2	DRCMAZOSEIMCHM-UHFFFAOYSA-N
57928435	CHEMBL4238926	NC(=O)c1cnc2[nH]ccc2c1N[C@H]1C2CC3CC1C[C@](O)(C3)C2	DREIJXJRTLTGJC-CGINBCCASA-N
129211	CHEMBL836	CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1	DRHKJLXJIQTDTD-OAHLLOKOSA-N
25105713	CHEMBL492572	C[C@@H](CN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)NC(=O)c1ccc2ccccc2c1	DRIMIUYGTDAQOX-KRWDZBQOSA-N
58573469	CHEMBL3125702	CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1	DRLCSJFKKILATL-YWCVFVGNSA-N
896	CHEMBL45	COc1ccc2[nH]cc(CCNC(C)=O)c2c1	DRLFMBDRBRZALE-UHFFFAOYSA-N
5273755	CHEMBL312750	COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC	DRRWBCNQOKKKOL-UHFFFAOYSA-N
9912743	CHEMBL91485	COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1	DRSJLVGDSNWQBI-SFHVURJKSA-N
91826086	CHEMBL3342358	CNc1nc(NCc2ccc(NS(C)(=O)=O)cc2Cl)cc(-c2ccccn2)n1	DRSZMILOMUPIBJ-UHFFFAOYSA-N
6029	CHEMBL100259	O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1	DRTQHJPVMGBUCF-XVFCMESISA-N
164619	CHEMBL493737	COC1[C@@H](O)[C@@H](O)C(O)[C@H](O)[C@H]1O	DSCFFEYYQKSRSV-FEPQRWDDSA-N
3906780	CHEMBL1395252	COC(=O)CN1CN(c2ccccc2)C2(CCN(Cc3ccc4ccccc4c3)CC2)C1=O	DSEIKQVUTKGLGT-UHFFFAOYSA-N
135565181	CHEMBL4297392	O=C(NCc1ccc(Oc2ccccc2)cc1)c1nc(-c2cc(Br)c(O)c(Br)c2)no1	DSFNLJXHXBIKDS-UHFFFAOYSA-N
5287541	CHEMBL286738	NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3	DSLPMJSGSBLWRE-UHFFFAOYSA-N
74663	CHEMBL4303433	OCc1ccc(CO)o1	DSLRVRBSNLHVBH-UHFFFAOYSA-N
5288393		O=C([O-])[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-]	DSLZVSRJTYRBFB-LLEIAEIESA-L
2726015	CHEMBL4303616	CC(ONC(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)Nc1ccc(Cl)cc1	DSMXVSGJIDFLKP-UHFFFAOYSA-N
56639570	CHEMBL4289507	N[C@H]1C[C@@H]1c1ccc(-c2cccc(O)c2)cc1	DSOJSZXQRJGBCW-CABCVRRESA-N
127861	CHEMBL125569	O=C(O)COc1cccc(-c2ocnc2-c2nc(-c3ccccc3)c(-c3ccccc3)o2)c1	DSRSEEYZGWTODH-UHFFFAOYSA-N
159055	CHEMBL504760	CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2	DSSYKIVIOFKYAU-XCBNKYQSSA-N
46740	CHEMBL1624380	COc1cc2c(cc1O)C(CCc1ccc(Cl)cc1)N(C)CC2	DSTWURHEHMZWEI-UHFFFAOYSA-N
5083	CHEMBL6291	Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21	DSXXEELGXBCYNQ-UHFFFAOYSA-N
16741245	CHEMBL1231132	CN(C)C(=O)c1ccc(S(=O)(=O)c2ccc(NC(=O)[C@@](C)(O)C(F)(F)F)c(Cl)c2)cc1	DTDZLJHKVNTQGZ-GOSISDBHSA-N
25023738	CHEMBL573107	CC(C)CCN1c2nc(Nc3cc(F)c(O)c(F)c3)ncc2N(C)C(=O)C1C	DTEKTGDVSARYDS-UHFFFAOYSA-N
6918456	CHEMBL1201772	CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2	DTGLZDAWLRGWQN-UHFFFAOYSA-N
5311057	CHEMBL441225	COc1ccccc1CN[C@H]1CCCN[C@H]1c1ccccc1	DTQNEFOKTXXQKV-HKUYNNGSSA-N
10117987	CHEMBL240624	COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1	DTYWJKSSUANMHD-UHFFFAOYSA-N
1894361	CHEMBL1387826	c1ccc(C(NCCNC(c2ccccc2)c2ccccc2)c2ccccc2)cc1	DTZDSNQYNPNCPK-UHFFFAOYSA-N
88708	CHEMBL508320	C=C[C@@H]1C2=CCOC(=O)C2=CO[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	DUAGQYUORDTXOR-GPQRQXLASA-N
4642	CHEMBL1495	CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1	DUDKAZCAISNGQN-UHFFFAOYSA-N
4158	CHEMBL796	COC(=O)C(c1ccccc1)C1CCCCN1	DUGOZIWVEXMGBE-UHFFFAOYSA-N
104845	CHEMBL190279	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C	DUHUCHOQIDJXAT-OLVMNOGESA-N
51000408	CHEMBL1766779	CS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1	DUIHHZKTCSNTGM-UHFFFAOYSA-N
5332859	CHEMBL1956589	Cc1cc(NCCO)nc(-c2ccc(Br)cc2)n1	DUKPGOOUJNUIOI-UHFFFAOYSA-N
4883	CHEMBL6995	CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1	DURULFYMVIFBIR-UHFFFAOYSA-N
5702275	CHEMBL3039468	CC(=O)[C@@]1(O)CCC2C3C=C(Cl)C4=CC(=O)[C@@H]5CC5[C@]4(C)C3CC[C@@]21C	DUSHUSLJJMDGTE-AVWUXPBGSA-N
17980288	CHEMBL3094387	O=C(Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1	DUXWIYXHHGNUJU-UHFFFAOYSA-N
9819382	CHEMBL3348932	CC(C)N(CC[C@H](c1ccccc1)c1cc(CO)ccc1O)C(C)C	DUXZAXCGJSBGDW-HXUWFJFHSA-N
71496458	CHEMBL3353410	C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C	DUYJMQONPNNFPI-UHFFFAOYSA-N
3006531	CHEMBL34704	N#CC(=C(/N)Sc1ccccc1N)/C(C#N)=C(\N)Sc1ccccc1N	DVEXZJFMOKTQEZ-JYFOCSDGSA-N
71434121		Nc1ncnc2c1nc(Br)n2[C@@H]1O[C@@H]2COP(=O)([O-])O[C@H]2[C@H]1O	DVKQVRZMKBDMDH-UUOKFMHZSA-M
5311122	CHEMBL1628668	COc1ccc2c(c1)C(C(=O)N(Cc1ccc(N(C)C)cc1)c1ccc(C(C)C)cc1)CCC2	DVYASSBBADJRAS-UHFFFAOYSA-N
11947679		O=C([O-])C(=O)[O-].[NH-][C@@H]1CCCC[C@H]1[NH-].[Pt+4]	DWAFYCQODLXJNR-BNTLRKBRSA-L
438981	CHEMBL259389	Nc1nnc2[nH]c3ccccc3nc1-2	DWHVZCLBMTZRQM-UHFFFAOYSA-N
44181686	CHEMBL3785909	COCCOc1cnc2ccn([C@H](C)c3nnc4c(F)cc(-c5cnn(C)c5)cn34)c(=O)c2c1	DWHXUGDWKAIASB-CQSZACIVSA-N
5311272	CHEMBL255682	C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@H](C(=O)OC(C)(C)C)c1ccccc1	DWJXYEABWRJFSP-XOBRGWDASA-N
135497698		CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1	DWPQODZAOSWNHB-UHFFFAOYSA-N
65241		O=P([O-])([O-])F	DWYMPOCYEZONEA-UHFFFAOYSA-L
44516953	CHEMBL592445	CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1	DWZAEMINVBZMHQ-UHFFFAOYSA-N
24882669	CHEMBL1086484	O=S(=O)(Cc1ccccc1)Nc1ccc(-c2ccc3c(cnn3-c3ccc(F)cc3)c2)c(C(F)(F)F)c1	DXBJGDVBQPEMOB-UHFFFAOYSA-N
1401	CHEMBL189584	CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1	DXCUKNQANPLTEJ-UHFFFAOYSA-N
638278	CHEMBL129795	O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O	DXDRHHKMWQZJHT-FPYGCLRLSA-N
5704083		CC(C)(C)c1cc(C(=O)/C(C#N)=N/Nc2cccc(Cl)c2)no1	DXEATJQGQHDURZ-DEDYPNTBSA-N
16760136	CHEMBL1435977	N[C@@]1(C(=O)O)CC[C@H](C(=O)O)C1.N[C@]1(C(=O)O)CC[C@@H](C(=O)O)C1	DXLSPTHQGVGVTN-ATXZCBKLSA-N
155774	CHEMBL75753	O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1	DXPOSRCHIDYWHW-UHFFFAOYSA-N
24870858		CC1(C)S[C@@H]2C(N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)[O-]	DXVUYOAEDJXBPY-HCYBMXRASA-M
5317750	CHEMBL513024	COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O	DXYUAIFZCFRPTH-UHFFFAOYSA-N
3248000	CHEMBL137648	O=C(CCCN1CCC2(CC1)C(=O)N(Cc1cccc(F)c1)CN2c1ccccc1)c1ccc(F)cc1	DXZKTRNEOISOCA-UHFFFAOYSA-N
24868268		O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)[O-])CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12	DYAIAHUQIPBDIP-AXAPSJFSSA-L
6234	CHEMBL771	N[C@@H]1CONC1=O	DYDCUQKUCUHJBH-UWTATZPHSA-N
3194	CHEMBL51085	O=c1c2ccccc2[se]n1-c1ccccc1	DYEFUKCXAQOFHX-UHFFFAOYSA-N
136237316	CHEMBL2419706	COc1ccc(C(=O)C2CCN(CC(=O)N(Cc3nc4c(c(=O)[nH]3)COCC4)CC3CC3)CC2)cc1	DYGBNAYFDZEYBA-UHFFFAOYSA-N
851474	CHEMBL4303305	Cc1cc2sc(NC(=O)Cc3ccccc3)nc2cc1Cl	DYHAMRNAHTWYKY-UHFFFAOYSA-N
123132228	CHEMBL4065484	CS(=O)(=O)c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1	DYIRSNMPIZZNBK-UHFFFAOYSA-N
6437380	CHEMBL38827	CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1	DYLGFOYVTXJFJP-MYYYXRDXSA-N
119192	CHEMBL506981	COc1cccc(OC)c1-c1cc(C(=O)NC2(C(=O)O)C3CC4CC(C3)CC2C4)nn1-c1ccnc2cc(Cl)ccc12	DYLJVOXRWLXDIG-UHFFFAOYSA-N
89683805	CHEMBL3989908	CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1	DYLUUSLLRIQKOE-UHFFFAOYSA-N
10366136	CHEMBL2105728	CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1	DYNHJHQFHQTFTP-UHFFFAOYSA-N
95864	CHEMBL312607	O=C(O)c1cc2ccccc2s1	DYSJMQABFPKAQM-UHFFFAOYSA-N
50922681	CHEMBL4302505	CC(C)CCNc1ncccc1C(=O)N1CCN(Cc2ccccc2)CC1	DYTOQURYRYYNOR-UHFFFAOYSA-N
71774	CHEMBL1180156	CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1	DYZJXZOQQRXDLE-UHFFFAOYSA-O
24767976	CHEMBL2180604	Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1	DZFZXPPHBWCXPQ-UHFFFAOYSA-N
9934	CHEMBL358722	O=C(O)C1CSCN1	DZLNHFMRPBPULJ-UHFFFAOYSA-N
9840324	CHEMBL2051959	CCOC(=O)[C@@]1(CCCCCCOc2ccc(Cl)cc2)CO1	DZLOHEOHWICNIL-QGZVFWFLSA-N
3385203	CHEMBL406375	c1ccc(-c2n[nH]c3c2oc2ccccc23)cc1	DZQLVVLATXPWBK-UHFFFAOYSA-N
60148439	CHEMBL5308492	CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1	DZZWHBIBMUVIIW-IENPIDJESA-N
152946		COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12	FABPRXSRWADJSP-MEDUHNTESA-N
11210285	CHEMBL4303671	COc1cccc(-c2cc(NCc3ccc4c(c3)OCO4)nc(N)n2)c1	FABQUVYDAXWUQP-UHFFFAOYSA-N
6445540	CHEMBL1201752	C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1	FABUFPQFXZVHFB-PVYNADRNSA-N
65981	CHEMBL1272	CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O	FAEKWTJYAYMJKF-QHCPKHFHSA-N
4494	CHEMBL517427	COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1	FAIIFDPAEUKBEP-UHFFFAOYSA-N
44093	CHEMBL1560	C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O	FAKRSMQSSFJEIM-RQJHMYQMSA-N
5702058	CHEMBL3039448	CC(=O)[C@@]1(O)CCC2C3C[C@H](C)C4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)C[C@@]21C	FAOZLTXFLGPHNG-KXWDGVDDSA-N
9830392	CHEMBL327002	Cc1cc(C)c(N(Cc2ccccc2)S(=O)(=O)c2ccc(OCCNC(=O)c3cc4ccccc4o3)cc2)c(C(=O)NO)c1	FARMEEAGJWMFSZ-UHFFFAOYSA-N
119570	CHEMBL301265	CCCN[C@H]1CCc2nc(N)sc2C1	FASDKYOPVNHBLU-ZETCQYMHSA-N
5283387	CHEMBL15927	CCCCCCCC/C=C\CCCCCCCC(N)=O	FATBGEAMYMYZAF-KTKRTIGZSA-N
11462174	CHEMBL560993	Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O	FATGTHLOZSXOBC-UHFFFAOYSA-N
104894		[Sb+3]	FAWGZAFXDJGWBB-UHFFFAOYSA-N
